Artist,Album,Weight,Tags,Published
Nasum,Grind Finale,9534358539.073841,"grindcore, 2006, metal, swedish, albums I own",
Nasum,Shift,8109549633.404024,"grindcore, 2004, albums I own, swedish, Grind",
Pig Destroyer,Terrifyer,7990385675.6963625,"grindcore, 2004, albums I own, death metal, metal",
Insect Warfare,World Extermination,7337767381.562847,"grindcore, 2007, albums I own, amazing, Love it",
Pig Destroyer,Prowler In the Yard,6798077863.351117,"grindcore, 2001, death metal, sludgecore, flawless",
Napalm Death,Scum,6731029630.367297,"grindcore, death metal, 1987, albums I own, Grind","04 May 2015, 13:02"
Nasum,Helvete,6487584990.035104,"grindcore, 2003, death metal, metal, swedish",
Magrudergrind,Magrudergrind,6309873793.634032,"grindcore, powerviolence, 2009, punk, hardcore","07 Feb 2010, 22:32"
Nasum,Inhale/Exhale,6264155624.818891,"grindcore, 1998, metal, swedish, albums I own",
Napalm Death,From Enslavement To Obliteration,5641190481.127733,"grindcore, 1988, death metal, albums I own, orthodox grindcore",
Nails,Abandon All Life,5118621784.325661,"grindcore, 2013, hardcore, powerviolence, Crust","15 Jan 2014, 15:16"
Nails,Unsilent Death,5077425312.006569,"grindcore, powerviolence, hardcore, Crust, 2010",
Wormrot,Dirge,4859842775.662029,"grindcore, 2011, deathgrind, Crust, singapore","05 Oct 2011, 07:00"
Discordance Axis,The Inalienable Dreamless,4758265813.080547,"grindcore, 2000, albums I own, epic, wishlist",
Pig Destroyer,Phantom Limb,4559866422.247684,"grindcore, 2007, metal, death metal, albums I own",
The Locust,Plague Soundscapes,4530386480.990635,"grindcore, mathcore, noisecore, 2003, experimental","30 Dec 2020, 17:12"
Repulsion,Horrified,4097602166.0364428,"grindcore, 1989, goregrind, death metal, favorite albums","05 Dec 2015, 19:25"
Terrorizer,World Downfall,3908593361.135716,"grindcore, death metal, deathgrind, 1989, albums I own",
Rotten Sound,Exit,3897245005.646021,"grindcore, metal, finnish, 2005, albums I own",
Wormrot,Abuse,3755617881.8091393,"grindcore, 2009, Crust, deathgrind, grindpunk",
Napalm Death,Time Waits For No Slave,3384499245.293833,"grindcore, deathgrind, death metal, 2009, metal","17 Feb 2009, 16:31"
Cattle Decapitation,Monolith of Inhumanity,3322295805.78289,"death metal, deathgrind, grindcore, 2012, Brutal Death Metal","15 Oct 2017, 09:04"
Rotten Sound,Cycles,3223364004.14912,"grindcore, 2008, metal, Crust, finnish",
Nasum,Human 2.0,3102198630.942762,"grindcore, 2000, albums I own, death metal, metal",
Pig Destroyer,Book Burner,2969054534.6667833,"grindcore, 2012, Grind, sexy music, relapse records",
Nails,You Will Never Be One Of Us,2703203438.6202593,"grindcore, powerviolence, 2016, hardcore, Crust","09 Jul 2016, 21:26"
Agoraphobic Nosebleed,Agorapocalypse,2580425350.8055854,"grindcore, 2009, thrashcore, relapse records, noise",
Napalm Death,Smear Campaign,2539380592.114974,"grindcore, death metal, deathgrind, albums I own, 2006",
Cattle Decapitation,The Anthropocene Extinction,2256678256.8096786,"2015, deathgrind, death metal, grindcore, Brutal Death Metal","25 Nov 2015, 23:07"
Regurgitate,Carnivorous Erection,2170427213.051078,"goregrind, grindcore, 2000, swedish, Crust","05 Sep 2018, 20:46"
Wormrot,Voices,2113541819.0827754,"grindcore, crustgrind, Crust, metal, deathgrind","14 Oct 2016, 17:15"
Mumakil,Customized Warfare,2108378838.7096775,"grindcore, death metal, deathgrind, Grind, Bree Bree",
Agoraphobic Nosebleed,Frozen Corpse Stuffed With Dope,1942620226.55413,"grindcore, Grind, cybergrind, drugs, drum machine",
Assück,Misery Index,1921208235.0955014,"grindcore, 1997, Grind, metal, albums I own",
Anal Cunt,I Like It When You Die,1878704002.761515,"grindcore, noisecore, Noisegrind, nazi, freedom",
Rotten Sound,Cursed,1845399016.3823407,"grindcore, albums I own, 2011, deathgrind, Grind",
Napalm Death,Utilitarian,1801018390.7975461,"grindcore, death metal, 2012, deathgrind, albums I own",
Regurgitate,Deviant,1713042945.8937197,"grindcore, 2003, goregrind, metal, swedish",
Excrementory Grindfuckers,"Guts, Gore & Grind",1661150240.986489,"grindcore, jihad, Parody Grind, fahtah, King Fahtah",
Birdflesh,The Farmers' Wrath,1654499218.9848385,"grindcore, Grind",
Dead In The Dirt,The Blind Hole,1613390227.178963,"grindcore, hardcore, powerviolence, post-hardcore, heavy metal",
Gridlink,Longhena,1568245201.6726403,"grindcore, 2014, mathcore, technical grindcore",
Fuck...I'm Dead,Bring on the Dead,1521011347.457027,"grindcore, goregrind, Brutal Death Metal, Dead, death metal",
Pig Destroyer,38 Counts of Battery,1498921005.330532,"grindcore, 2000, great, 2000s, Grind",
The Berzerker,Dissimulate,1486342058.8591843,"grindcore, death metal, Industrial Death Metal, 2002, industrial",
Japanische Kampfhörspiele,Rauchen Und Yoga,1471309803.335186,"grindcore, death metal, 2007, grindpunk, 2000s",
Mumakil,Behold the Failure,1409609612.3670006,"grindcore, 2009, albums I own, Grind",
Napalm Death,Apex Predator - Easy Meat,1355339833.5291345,"grindcore, 2015, death metal, deathgrind, hardcore",
Rotten Sound,Murderworks,1324355643.1193967,"grindcore, 2002, finnish, death metal, good",
Napalm Death,Utopia Banished,1314029109.1735716,"grindcore, death metal, deathgrind, Brutal Death Metal, 1992","05 Dec 2011, 00:04"
Discordance Axis,Jouhou,1313821425.0021353,"grindcore, albums I own, 2004, Grind, doomcore",
See You Next Tuesday,Intervals,1308551560.0872939,"grindcore, experimental, mathcore, deathcore, metal",
The Locust,The Locust,1305011646.2497115,"grindcore, noisecore, noise, mathcore, experimental","07 May 2020, 02:21"
Anal Cunt,It Just Gets Worse,1291082669.3468864,"grindcore, noisecore, comedy, 1999, noise",
The Berzerker,Animosity,1205984970.8662753,"grindcore, death metal, Industrial Death Metal, industrial metal, 2007",
Napalm Death,The Code Is Red...Long Live the Code,1201710884.9425013,"grindcore, death metal, deathgrind, metal, 2005",
Anal Cunt,Everyone Should Be Killed,1168390911.5534234,"noisecore, grindcore, noise, favourite, crust punk",
Napalm Death,Enemy of the Music Business,1154290660.3274968,"grindcore, death metal, deathgrind, 2000, metal","05 Dec 2011, 00:11"
Regurgitate,Sickening Bliss,1150832613.0077298,"grindcore, goregrind, death metal, Swedish Metal, Extreme Metal",
Regurgitate,Effortless Regurgitation... The Torture Sessions,1130979307.312753,"grindcore, goregrind",
See You Next Tuesday,Parasite,1084244411.5646858,"mathcore, grindcore, deathcore, metal, albums I own",
Insect Warfare,Endless Execution Thru Violent Restitution,1066241135.4695266,grindcore,
Phobia,Cruel,1038330012.9063765,"grindcore, death metal, metal, 2006, us",
Cephalic Carnage,Anomalies,1018338720.1828572,"grindcore, death metal, 2005, Technical Death Metal, albums I own",
Nasum,Inhale / Exhale,1013133515.0608858,"grindcore, metal, death metal",
Magrudergrind,62 Trax of Thrash,993903638.8478206,"grindcore, fast, thrash, 2005, powerviolence","08 Aug 2008, 20:33"
Brutal Truth,Extreme Conditions Demand Extreme Responses,983436639.4174473,"grindcore, death metal, 1992, Brutal Death Metal, deathgrind",
Gridlink,Amber Gray,974889769.5331695,"grindcore, 2008, FUCKING AWESOME",
Birdflesh,Night of the Ultimate Mosh,964935620.7794713,"grindcore, death metal, Swedish Metal, Parody Grind",
Anal Cunt,40 More Reasons To Hate Us,957161537.8911463,"grindcore, punk, freedom, 1996, All",
Rotten Sound,From Crust 'Til Grind,931097373.7325075,"grindcore, finnish",
Regurgitate,Effortless Regurgitation of Bright Red Blood,928744118.0497925,"grindcore, goregrind",
Leng Tch'e,The Process of Elimination,916429139.1496304,"grindcore, death metal, 2005, Brutal Death Metal, Mendigao thrash",
Magrudergrind,Rehashed,914984462.9106383,"powerviolence, grindcore, 2007, us, Grind",
Brutal Truth,Evolution Through Revolution,892509636.650652,"grindcore, metal, death metal, 2009, deathgrind",
Cephalic Carnage,Xenosapien,869454113.1846353,"death metal, grindcore, Technical Death Metal, 2007, Rocky Mountain HydroGrind","18 Dec 2008, 06:44"
Agoraphobic Nosebleed,Bestial Machinery,862312585.5863305,"grindcore, cybergrind, noise, heavy metal, Grind",
Lock Up,Necropolis Transparent,815196644.3468134,"grindcore, death metal, deathgrind, 2011, metal",
Gadget,The Funeral March,802064316.3787146,"grindcore, 2006, swedish, death metal, metal",
Cock and Ball Torture,Sadochismo,801387905.8944453,"porngrind, grindcore, goregrind, pornogrind, Brutal Death Metal",
The Berzerker,World Of Lies,795961341.753796,"grindcore, industrial metal, Industrial Death Metal, death metal, cybergrind",
Cattle Decapitation,The Harvest Floor,747999674.6064923,"death metal, deathgrind, Brutal Death Metal, grindcore, 2009","16 Nov 2009, 00:42"
Gridlink,Orphan,717852918.2111313,"grindcore, 2011",
Magrudergrind,II,706647035.4431734,"grindcore, powerviolence, 2016, 2010s, number",
Pig Destroyer,Painter of Dead Girls,705349699.3857559,"grindcore, 2004, painter of dead girls, 2003, great",
Milking the Goatmachine,Seven..A Dinner For One,700086172.8434505,"grindcore, death metal, deathcore, deathgrind",
Agathocles,Razor Sharp Daggers,694517463.1008584,"grindcore, mincecore, metal, death metal, 1995","06 Jun 2009, 01:08"
Japanische Kampfhörspiele,bilder fressen strom,687035306.0377358,"grindcore, grindpunk, 2010s",
Leng Tch'e,Death by a Thousand Cuts,685674719.4290408,"grindcore, death metal, Brutal Death Metal",
