Artist,Album,Weight,Tags,Published
Absence Of Mine,Smile! Aren't You Happy?,545410537666.6667,2019,
SABELLA OFFICIAL,DOG DAZE,465505502911.24255,,
Hands of God,Blueprint for Self Destruction,348641989800,,
JAB,Erg Herbe,147326687173.4694,,"10 Mar 2019, 09:35"
SABELLA OFFICIAL,CLOSED/DOORS,111185067000,,
Violent Life Violent Death,Sadness Rains,102657069504,,
Violent Life Violent Death,"Come, Heavy Breath",100452218244.44444,,
REVOKE,Don't Leave the Light On (feat. Tom Cantillon),68202000000,,
Division of Mind,Demo,53210551333.33333,,
Hands of God,Promo,52081092000,,
Heavens Die,Unnoticed and Unmissed,46413760520,,
Heavens Die,The Hands of Man,29943818381.25,,
Born a New,Eternal Isolation,25702662664.46281,,
Bad Habits,1995 International Barbershop Quartet Contest - First Round - Volume 2,25336559999.999996,,
Division of Mind,E X I T,23959170000,,
Born a New,Peace Is Dead - EP,22811244400,,
Caged Existence,The Burden of Purpose,21130200000,,
REVOKE,Don't Leave the Light on,19112505000,,
REVOKE,Hope (feat. Philip Nolan),16218573600,,
Time Walk,Beyond Eternity's Grasp,16020438807.999998,,
SABELLA OFFICIAL,PERENNIAL,15066732000,,
Caged Existence,The Body Prison,14585576320.000002,,
Bad Habits,What If We,13247000000,,
Eyes Of The Lord,Misery Feels Like Home,11932752981.333332,,
Hands of God,Demonstration,10545157333.333332,,
Caged Existence,Liar's Tongue,10211460000,,
Eyes Of The Lord,Call It War,10065960576,,
Ill Natured,DEPTHS OF DESPAIR,9671381422.222223,,
Deathbreaker,Spite,9468711000,,
Spiritworld,Pagan Rhythms,9339542083.950619,,
Violent Life Violent Death,The Quass/Dying Degree,7634250000,,
Digress,Perpetually Awake,7332017730.612246,,
SABELLA OFFICIAL,NEVER HOME,7100928000,,
FOES,The Summit Lies Skyward,6311734690.909091,,
Watchdogs,Sanguinary,5830224750,,
Slumdogz,The Annual 2010 Disc1,4514400000,,
Absence Of Mine,AOM,4426658444.444445,,
Deathbreaker,Isolate,4328832213,,
Division of Mind,Winter Tour Promo,4166802000,,
Ill Natured,Twisted Visions,4140305047.9999995,,
SOLEMN JUDGEMENT,Your Move,4124250000,,
Born a New,Buried Youth,3826894500,,
Remain and Sustain,Flesh Bound,3432939000,,
Caged Existence,The Body Prison: Cantos,2982702800,,
Mattachine,Isolation as a Form of Torture,2649816000,,
Slumdogz,Clubbers Guide Summer 09,2641851000,,
Watchdogs,Treachery,2404312400,,
Heavens Die,I Only Wish to Dream,2222858000,,
Sellouts,"Low Slung, Vol. 2",2159700000,,
Flagbearer,Southern Hostility,1992715725,,
Absence Of Mine,Lost Myself,1957266000,,
Caged Existence,Demonized,1940749200,,
Bad Habits,Parting Words,1763346000,,
Born a New,world_of_black,1752498000,,
Manipulate,Demo MMXIII,1726498293.75,,
Born a New,Vile Filth,1470912000,,
Deathbreaker,Choke,1468753200,,
Die Young [TX],Graven Images,1453200000,,
Born a New,dura vita,1418310000.0000002,,
Jagged Visions,Beyond The Serpent's Touch,1413189232,,
Goodbye Cruel World,Demo,1273860000,,
Earthburner,Stoned at Birth,1185840000,,
Fortune Teller,3 Song Demo,1179948000,,
Slumdogz,Sessions Six [Disc 1],1065501000,,
Caged Existence,Human Disease,1063756800,,
JAB,Directions,1015920000,,
Fear Tomorrow,Born In Blood,999150150,,"27 Aug 2010, 01:04"
Absence Of Mine,Demo '18,975780000,,
Hands of God,Deicide (Godkiller),945285000,,
JAB,Music for Save Rooms,900787631.9999999,,
SABELLA OFFICIAL,Empty Hands,851238000,,
Ill Natured,Demo 2014,846970600,,
Bad Habits,Paintball Gun,834624000,,
Excarnate,Self Titled,792750514.2857141,,
Violent Life Violent Death,Roseblade,777600000,,
anticline,Urgency,755625000,,
FOES,American Violence,720447171.4285713,,
Incited,Death Has Forgotten Me,684340387.5,,
JAB,Casualty of Reality,678023589.7959183,,
Violent Life Violent Death,V-EP,675440640,,
Words From Aztecs,Smile | Painfully,630252000,,
Slumdogz,Dance Nation  Your Big Night Out,615954000,,
FOES,Antecedence,608365080,,
Under Anchor,There Is No End,604629600,,
Bad Habits,Rot,563472000,,
Jagged Visions,The Sword that Slays the Seasons,560614950,,
Slumdogz,Sessions Six (1),558495000,,
Violent Life Violent Death,The Color of Bone,554799000,,
Burnt X Cross,Self Titled,542025000,,
Under Anchor,Peace Of Mind,522288000,,
Púrpura,Manifiesto,521640000,,
REVOKE,Daybreak EP,505825125,,
Die Young [TX],Chosen Path,499098000,,
Slumdogz,Hed Kandi The Mix: Spring 2009 (World Series Mix) CD3,460908000,,
Bad Habits,Sail With You,426096000,,
Goodbye Cruel World,seven inch,424806000,,
Ill Natured,Disintegrate,403485600,,
Digress,The Seventh Day,381819055.5555556,,
Die Young [TX],No Illusions,370744298.4375,,
Wreath of Tongues,Penance,365014928.57142854,,
