Artist,Album,Weight,Tags,Published
Ixion,To the Void,168168367.8074464,"doom metal, 2011, atmospheric doom metal, doom death metal, french",
Ixion,Enfant de la nuit,11494000.782608695,"2015, atmospheric doom metal, best of 2015",
Mourning Sun,Último Exhalario,8969560.655737706,atmospheric doom metal,
Noyde,Surface (Demo Album),1238026.3157894737,"doom metal, Ukraine, atmospheric doom metal, post metal",
The Lotus Petals,Step On My Stamen,527885.0752688173,"rock, alternative, alternative rock, shoegaze, atmospheric","25 Nov 2011, 20:41"
Cactus Hag,CACTUS HAG,126959.99999999999,"noise, heavy metal, black metal, metalcore, indie",
Highfather,HIGHFATHER GALORE,121680,"noise, classic rock, heavy metal, black metal, metalcore","14 Jun 2012, 01:52"
"Jonathan Menderhaus, Attorney at Law",Part Two (Volume One: The Early Months),80139.1304347826,"noise, classic rock, heavy metal, black metal, metalcore","25 Jul 2012, 23:57"
Wayne Werewolf,Wayne Werewolf,59534.88372093024,"noise, classic rock, heavy metal, black metal, metalcore","01 Jun 2012, 16:11"
Highfather,Demo 1,45955.882352941175,"metal, rock, Grunge, alternative, alternative rock","31 Mar 2012, 17:34"
Bleak Silence,"Hydrogen, Oxygen, Sulfur, Carbon, and Bountiful Gore",41288.49557522124,"noise, classic rock, heavy metal, black metal, metalcore","16 Jun 2012, 16:26"
Bleak Silence,Canonical Anatomization Ceremony,27576.74418604651,"noise, classic rock, heavy metal, black metal, metalcore","09 Jun 2012, 01:51"
Waalrus,"""Congeals Inside Here"" : The Cassingles Collection",27040.000000000004,"noise, classic rock, heavy metal, black metal, metalcore",
Mourning Sun,Vaho (Visions And Hidden Oracles),23120,"doom metal, atmospheric doom metal",
Bleak Silence,Bleak Silence,19837.5,"noise, classic rock, heavy metal, black metal, metalcore","12 May 2012, 20:34"
Highfather,"LIVE!-Portland, Maine-Geno's-July 27th 2012",18003.571428571428,"noise, classic rock, heavy metal, black metal, metalcore","02 Aug 2012, 03:43"
Bleak Silence,Ynot,14810.256410256408,"noise, classic rock, heavy metal, black metal, metalcore","17 May 2012, 21:07"
Popeium,POPEiUM,13333.333333333334,"noise, classic rock, heavy metal, black metal, metalcore",
Bleak Silence,Spiritual Embers,10506.25,"noise, classic rock, heavy metal, black metal, metalcore","07 Jun 2012, 00:35"
Bleak Silence,6.6.6.,9778.571428571428,"noise, classic rock, heavy metal, black metal, metalcore","30 Sep 2012, 02:08"
Highfather,"Highfather-LIVE!- Laconia, New Hampshire Friday The 13th July 2012",8437.5,"noise, classic rock, heavy metal, black metal, metalcore","29 Jul 2012, 02:55"
Highfather,Epitaph,6278.260869565217,"noise, classic rock, heavy metal, black metal, metalcore","27 Oct 2012, 03:38"
Mourning Sun,Latitud​:​56'S,5633.333333333333,"doom metal, atmospheric doom metal",
Bleak Silence,Zombie Vampires From Hell,4860,"noise, classic rock, heavy metal, black metal, metalcore","07 Jun 2012, 00:08"
Waalrus,RAiNBO))))))),4266.666666666666,"noise, classic rock, heavy metal, black metal, metalcore","29 Jan 2013, 04:41"
"Jonathan Menderhaus, Attorney at Law",The Just Two EP,4000,"noise, classic rock, heavy metal, black metal, metalcore",
Waalrus,WAALRUS,2816.6666666666665,"noise, classic rock, heavy metal, black metal, metalcore","29 Jan 2013, 04:40"
Waalrus,BAD DREAMS,800,"noise, classic rock, heavy metal, black metal, metalcore","22 Feb 2013, 19:25"
Bleak Silence,Where Is Your Soul Going To Go,533.3333333333333,"noise, classic rock, heavy metal, black metal, metalcore","07 Jun 2012, 01:45"
