Artist,Album,Weight,Tags,Published
Mouth of the Architect,Path of Eight,106083858705,,
Fractal Dreamers,Kingdom of Silence,94592412287.99998,2017 releases,
Mouth of the Architect,Split,51610568383.99999,,
Impure Wilhelmina,Radiation,40905050125.68,,
Impure Wilhelmina,I Can't Believe I Was Born In July,24219956587.809914,,
Impure Wilhelmina,Black Honey,17237054632.47934,2014,
Mouth of the Architect,Time And Withering,11378748150,2004,
Impure Wilhelmina,Afraid,10365204200.641975,,
Fractal Dreamers,Everything for a Dream,5566712059.259259,2017 releases,
Хвилини Тисячі Мільйонів,Глибини Над І Я,3683130696,,
AcuticNotes,CHIAROSCURO,3209824799.9999995,,
AcuticNotes,NEGA FRAGMENTS,2168166000,,
Atomico Patibulo,Hiper Globalny Zal,2055552000,,
Impure Wilhelmina,"L’amour, La Mort, L’enfance Perdue  2xLP (Advance)",2016923220,,
Jun Kuroda,aspects,1997816184,,
The Drumkilla,Breakbeats & Space EP,1928696962.5,,
AcuticNotes,Abstreact,1784629000,,
Fractal Dreamers,Monolithia,1712235687.5,,
Fractal Dreamers,Azure of the Horizon,1641602868.75,,
AcuticNotes,I/K INTERCEPTION KNOWS,1631070000,,
Mouth of the Architect,The Violence Beneath EP,1455664860,,
AcuticNotes,OrVid,1300366560.9375,,
AcuticNotes,Xephiratone,1204426363.6363635,,
AcuticNotes,CIERA,1116948958.0246913,,
wa.,Groundbreaking -03- TECHNO,806547000,,
Impure Wilhelmina,Impure Wilhelmina - Black Honey,668055960,,
Everson Poe,The Great Disruption,635839312.5,,
Atomico Patibulo,Nie Ma Zagrozenia Jest Dezerter Cd1,598086000,,
AcuticNotes,Kathalshame,511707000,,
Mouth of the Architect,The Ties That Blind (Reissue),482187330,,
Impure Wilhelmina,"L’amour, La Mort, L’enfance Perdue",478155600,,
Хвилини Тисячі Мільйонів,Хвилини Тисячі Мільйонів,467040000,,
AcuticNotes,Groundbreaking 2012 [Disc2],446874000,,
Impure Wilhelmina,Undressing Your Soul,377638490.6666666,,
wa.,Groundbreaking 2012 [Disc2],370671000,,
Хвилини Тисячі Мільйонів,Жада Поглине,348750000.00000006,,
DJ Gizmo & Delirium,Hardcore Top 50,329475000,,
Atomico Patibulo,Hiperglobalny Żal,318864000,,
TQ One,Interactive / Singularity [AG003],261396000,,
The Fallout Project,Architecture Breeds Rust,257991708.33333334,,
Mouth of the Architect,1913,246292200,,
AcuticNotes,AXENICK:ORIGINE,244032000,,
Move in the Light,Mystery,228730975,,
AcuticNotes,MAZEDOLL,202755556.25,,
Jun Kuroda,Mirage,200922061.22448978,,
Impure Wilhelmina,Great Falls Beyond Death,175364462,,
Everson Poe,Convergence,175119260.9375,"screamo, artcore",
Impure Wilhelmina,Falling Down Compilation (CD1),159079050,,
Impure Wilhelmina,Falling Down Compilation II,157900080,,
Impure Wilhelmina,Torn,156650247,,
Хвилини Тисячі Мільйонів,Проекція Вівці,148518000,,
Impure Wilhelmina,Self Titled,139922250,,
Fractal Dreamers,Kingdom of Silence EP,134334000,,
Atomico Patibulo,Hiperglobalny Zal,123858000,,
Mouth of the Architect,undefined,110256390,,
桐生,富士新興講 ～ The Overwritten God.,92400000,,
Jun Kuroda,Moe Bass Vol.1,83220000,,
Impure Wilhelmina,"L'Amour, la Mort et l'Enfance Perdue",80870400,,
Impure Wilhelmina,Meaningless Memories,79335360,,
AcuticNotes,VELVET CLOAK,72864000,,
Impure Wilhelmina,Falling Down II Compilation,71858280,,
TQ One,Interactive / Singularity,71668800,,
Mouth of the Architect,SplitCD,67894200,,
Mouth of the Architect,Mouth of the Architect & Kenoma Split,67307760,,
The Drumkilla,Unfocused,64788876.530612245,,
AcuticNotes,191,59907000,,
Atomico Patibulo,al,53475000,,
Impure Wilhelmina,advance 2xLP,47552310,,
桐生,works.5,44712000.00000001,,
Impure Wilhelmina,Falling Down Compilation,44063760,,
The Drumkilla,Frozen light / North city,43699500,,
Atomico Patibulo,Hiperglobalnyżal,41568000,,
AcuticNotes,AXENICK:0,40320000,,
AcuticNotes,Encryption,36624000,,
wa.,OVER THE LIMITS!,35880000,,
The Drumkilla,Unfocused: Part two,35520302.47933884,,
wa.,ASTERIA FIELD,35508000,,
AcuticNotes,Sherras,34275000,,
The Fallout Project,Hopes & Ropes,33212588.88888889,"artcore, sludgecore",
Self Love,No,32700000,,
Odwalla88,Lilly 23,32177437.5,,
Хвилини Тисячі Мільйонів,Жада Поглине / Глибини Над І Я,31857000,,
wa.,White Pentagon,31635000,,
Atomico Patibulo,Nie Ma Zagrozenia Jest Dezerter,31185000,,
The Fallout Project,The Fallout Project,30327648,,
wa.,osu!,28875000,,
wa.,BlythE Trilogy,27639000,,
The Drumkilla,Frozen Light,26032950,,
Atomico Patibulo,"Nie Ma Zagrożenia, Jest Dezerter",26025000,,
wa.,Creation：Rain,21659999.999999996,,
Jun Kuroda,Into your memory,20842314.049586773,,
Brad Impact,Emergence LP,20756330.578512397,,
Odwalla88,Earth Flirt,20639181.81818182,,
Impure Wilhelmina,Falling Down Compilation I,19799520,,
Jun Kuroda,Summerlong EP,19602000,,
TQ One,Ascendant Groove (AG003),19392000,,
Turkka,Supertaide EP,18678000,,
Mouth of the Architect,Time & Withering (2017 Remaster),18205803,,
wa.,多元宇宙のメアリー・スー,17574000,,
Mouth of the Architect,The Ties That Blind (2006),15442200,,
