Artist,Album,Weight,Tags,Published
Ne Obliviscaris,Portal Of I,322782593448393.1,"2012, Progressive metal, black metal, progressive black metal, favorite albums","06 Sep 2017, 04:52"
Ne Obliviscaris,Citadel,53607556672068,"2014, Progressive metal, progressive black metal, best of 2014, progressive death metal","06 Sep 2017, 04:51"
Ne Obliviscaris,Urn,23580046756521,"2017, Progressive metal, black metal, death metal, progressive death metal","16 Aug 2017, 15:48"
Ne Obliviscaris,The Aurora Veil,17063792658911.111,"black metal, Progressive metal, progressive black metal, albums I own, violin","20 Jun 2015, 20:31"
Ikuinen Kaamos,The Forlorn,10198230909443.998,"progressive black metal, black metal, progressive death metal, melodic black metal, atmospheric black metal",
Khonsu,The Xun Protectorate,5221943787839.999,"black metal, industrial metal, progressive black metal, industrial black metal, space metal",
Ne Obliviscaris,Intra Venus,2625904660000,,
Ne Obliviscaris,Sarabande to Nihil,565002820111.1111,"2015, Progressive metal, melodic black metal, progressive black metal, best of 2015","13 May 2015, 16:02"
Ikuinen Kaamos,Fall of Icons,562949542623.28,"progressive death metal, Progressive metal, 2010, Melodic Death Metal, death",
Ne Obliviscaris,Hiraeth,339759525132.44446,"2015, best of 2015, Progressive metal, progressive black metal, extreme progressive metal",
Galaktik Cancer Squad,Strange Spheres of Hyperborea,100099920943.75,"black metal, electronic, instrumental, best of 2012, progressive black metal",
Khonsu,A Jhator Ascension,92390571000,,
Ne Obliviscaris,"Urn, Pt. I: And Within the Void We Are Breathless",85128120000,,
Khonsu,Traveller,83416596240,,
Averse,The Endesque Chants,70976288544.44446,2010,
Ne Obliviscaris,"Urn, Pt. II: As Embers Dance in Our Eyes",52916488000,,
Galaktik Cancer Squad,Ghost Light,50158311840,"progressive black metal, best of 2013",
Galaktik Cancer Squad,Eroberer,42467672520,"progressive black metal, best of 2011",
Galaktik Cancer Squad,Celestia,27669519835.714287,"best of 2012, progressive black metal, Supreme Albums",
Naeramarth,The Innumerable Stars,26509011375,,
Ne Obliviscaris,"Urn, Pt. 1 (And Within the Void We Are Breathless)",19962990000,,
Ikuinen Kaamos,Epilogue,18984840000,,
Khonsu,The Observatory,15436952300,,
Krallice with Dave Edwardson,Loüm,12226229999.999998,2017,
Vyrion,Vyrion,8547103180,,
Ikuinen Kaamos,Closure (EP),7577460000,,
Ikuinen Kaamos,Closure [EP],6422948999.999999,,
