Artist,Album,Weight,Tags,Published
Vyrion,Geo,6196309600,2014,
Fornost Arnor,Escaping The Abyss,6182814900,progressive black metal,"21 May 2010, 18:34"
Acolyte,Alta,5741034064.197531,"progressive black metal, Post-Black Metal",
Averse,Scolopendrian Perception Haze,5249057920,,
Ne Obliviscaris,"Urn, Pt. 2 (As Embers Dance in Our Eyes)",4401831000,,
Tómarúm,Wounds Ever Expanding,4190943200,,
Khonsu,Khonsu - EP,3744762000,,
Galaktik Cancer Squad,Ewig Wachend,3351341525,,
IATT,Nomenclature,3186872052,,
Mind Affliction,Pathetic Humanity,2982137085.714286,,
Ikuinen Kaamos,So Rose The Dreadful Ghost,2960580000,"black metal, progressive black metal",
Fornost Arnor,The Death of A Rose,2745801925,progressive black metal,
◊,Zyklus,2392441897.9591837,,
Acolyte,Shades of Black,2169333111.1111116,,
Antisoph,Antisoph,2039588571.4285712,,
Dark Portrait,A Harrowing Atrocity,1313878500,,
Hanormale,Amaterasu Omikami,1180775200,2015,
Ikuinen Kaamos,The Lands of the Plague (demo),1048950000,,
Galaktik Cancer Squad,Isolation/Separation,982524000,,
Ne Obliviscaris,The Aurora Veil [DEMO],946368000,,
Galaktik Cancer Squad,Oceans of Piss and Blood,653016000,,
Show Me Wolves,The World They Took Over,637175250,,
Bränd Jord,Ont krut,611712000,,
Ne Obliviscaris,The Aurora Veil (demo),585453000,,
Acolyte,Leng,573897955.5555555,,
Inanem,Blackwork,498547688.88888884,,
Sylff,Inner Devastation | Outer Serenity,414566325,,
◊,Helios,357984000,,
Khonsu,Anomlia,357972000,,
Ferus Din,The Great Dying,356746356.00000006,,
lautreamont,Silence Of The Deceased,338754000,,
Fell Willow,Elsewhere,314157312,,
Bränd Jord,Ledan & eländet,304152000,,
Tómarúm,Condemned to a Life of Grief,298385500,,
Acolyte,Leng - EP,292572000,,
Mind Affliction,Into the Void,278849169.3877551,,
Abounding,Abounding,270581850,"death metal, Extreme Metal, progressive black metal, opeth, Enslaved",
Acolyte,Donkey Kong Country 3: Double the Trouble!,267225000,,
Ne Obliviscaris,PBS 106.7FM - 17/12/08,259470000,,
Ne Obliviscaris,Sarabande To Nihil (EP),245280000,,
Myrkul,The Wayward Path,217859285.71428567,,
Guillen,Eclipse,216576000,,
Karnon,Le Temps Sombre,206005150,,
Hanormale,Reborn In Butterfly,201379750,2019,
Ne Obliviscaris,Hiraeth (EP),188616000,,
ARZERT,MALKIOTO,186445312.5,,
Show Me Wolves,"Between Man, God And False Idols",163259578.125,,
Tower of Silence,Tower of Silence,138204000,,
Ikuinen Kaamos,So Rose the Dreadful Ghost (Demo),133848000,,
I Will Tear This World Apart,III,128624832,,
Occasvs,Nocturnal Majestic Mysteria,127908000,,
Libethra,Zondvloed,123548736.1111111,,
The Conquering,Far Beyond,117881472,,
Nihilation,A Misanthrope's Guide To The Planet,108339000,,
Ne Obliviscaris,Season of Mist (Season's Greeting: The Best of 2014),106455000,,
The Ogre,Idol Icon Black,102086444.44444445,,
Vyrion,Nil,97218000,2020,
ireshrine,Lycanthropia,88165439.99999999,,
Athanatheos,Prophetic Era (Or How Yahveh Became the One),84084000,,
Hanormale,天照大御神,81246000,,
X-Odus,Your Doom Proceeding,80817000,,
Guillen,Into the Void,79351125,,
Matron Thorn,The Ritual Narcotic,77832000,,
Ne Obliviscaris,Intra Venus - Single,67125500,,
As Owls Sing to Crows,Tar Jackal,59280000,,
The Conquering,A Home We Lost,54734962.5,,
Triangle Face,Sentinels of Pseudo-Reality: Interpretations of Maelstrom,53529600,2019,
Abounding,When Sought,52174656.790123455,,
Ikuinen Kaamos,(EP) Closure,49125000,,
But a Thought,...But a Thought,47519999.99999999,,
An Age Lost,The Path Of Solitude EP,42315000,,"23 Mar 2016, 00:55"
IATT,December 28th,40866000,,
Libethra,Hoe Koud Het Was,39287779.591836736,,
