Artist,Album,Weight,Tags,Published
Fellsilent,The Hidden Words,35013087160140.492,"DJENT, 2008, mathcore, Progressive metal, math metal",
Dwyer,Thursday Mornings,1844947660000,,
Dwyer,Tinned Tomaters,1831762944000,,
RXYZYXR,LMNTS,777451223876.923,"Progressive metal, 2012, metal, DJENT, math metal",
Irah,Worship the Sun,596053989400,,
Vow of Volition,Reinvention,486931690500,,
Nociceptor,Among Insects,422693387190.625,,
Materia,Case of Noise,413024879312.5,"DJENT, Progressive metal, math metal, Technical Metal",
Mistaken Element,Mind Over Matter,375874555358.0247,,
Fuge,-,346596000000,,
Eryn Non Dae.,Meliora,262527070187.7551,2012,
Inscription,Brown Noise Focus,232631100000,,
Vortice,Zombie,139512289950,,
All Tomorrows,Opilion,129719506481.63264,"Progressive metal, albums I own, math metal, Technical Metal",
Nemertines,"Death, My Love",122151617627.21893,,
Dwyer,Olivino,115218361248.9796,,
Fractalize,Sun Eater,113629966800,,
Materia,The Rising,112086939634.5679,,
Irah,Fast Travelling (Radio Edit),106590199500,,
Materia,We Are Materia,97385072400,"metal, math metal, reviewed",
Nemertines,Bad Blood,93263333857.98816,,
Mistaken Element,Engraved in Memory,84070826666.66667,"mathcore, Technical Post-Thrash, DJENT, death metal, math metal",
Fellsilent,The Double 'A',74618417981.25,,
Materia,Vandals,71735868000,,
tardive dyskinesia,The Sea Of See Through Skins,56355970844.44444,,
Nemertines,SCD,48256947585,,
Neurothing,Murder Book,46209286344.00001,,
Fractalize,Immersion,43265778612.244896,,
Joncofy,EP - Rorschach Inkblots,43058898000,math metal,
Irah,Mirroring,41508020400,,
All Tomorrows,Sol Agnates,40412005333.33333,"Progressive metal, albums I own, math metal, Technical Metal",
Four Question Marks,Titan,37845713491.358025,,
Maigra,End of Process,34969636800,"Progressive metal, mathcore, math metal",
Joshua Travis,4-24-20,33752674200,,
Neurothing,Vanishing Celestial Bodies,30305316625,,
Nemertines,Izverg,29080632468.75,,
Nemertines,Nemertines,28513445538.461536,"DJENT, experimental, Progressive metal, math metal, 2014",
Reign The Absolute,Promo 2008,25906530000,,
tardive dyskinesia,Harmonic Confusion,24965227208.999996,,
Mimic,Jungle,23999261000,,
Beyond The Dust,New Dawn,22656358666.666668,math metal,
Irah,Unity of Gods,22246028000,,
Irah,Diamond Grid,22007782766.666664,,
RXYZYXR,II of V,21995987325,,
Nemertines,Monstrum,21717321166.863907,2010,
Fractalize,Prophet Of Despair,20979758400,,
Irah,Fast Travelling,20168379000,,
Nemertines,Ombra,20032863644.444447,,
Vortice,Host,18034923555.555553,"DJENT, Progressive metal, 2013, math metal",
Materia,Materia [EP],17809965000,math metal,
tardive dyskinesia,Static Apathy In Fast Forward,17638656912,math metal,
Pathogenic,Cyclopean Imagery,17311492800,"math metal, Progressive deathcore",
Warp Prism,The Infinite II,15721639384.615385,,
Abstract Deviation,Abstract Deviation EP,14986830000,"DJENT, math metal",
Four Question Marks,Aleph,14382442666.666666,"math metal, Post-thrash Metal",
Abstract Deviation,Layers,13504973400,"metal, DJENT, 3, female vocalist, 2013",
Fragment,Vital signs,13078588777.777779,,
ToTheArk,ToTheArk,12398276263.88889,,
Fuge,Fuge,12346383000,"Progressive metal, math metal",
Abstract Deviation,layers (instrumental),11798557632,,
Pathogenic,Pathogenic,11653799125.925926,,
Nemertines,Tenerezza,11476257362.5,,
Nemertines,Mechta O Mechte,11314078125,2013,
Nemertines,My Monastery,11265177612.244898,,
Warp Prism,Evolution,11076432000,,
Nemertines,Cut,11029012242.857143,2009,
El Scar,The Human Instrumentality Project,10464402000,,
Nemertines,Bitter Tears,10400630400,,
Materia,Clear Tenor,9412493700,,
Nemertines,The Dying Immortal Man,9303912314.049587,2009,
The Vacant Eyes,Spheres,9178542000,2013,
El Scar,"God's In His Heaven, All's Right With The World",8958180000,,
Materia,Rosa Alba,8736606000,,
Nemertines,1,7781898793.38843,2010,
Warp Prism,Transcode,7507365466.666667,,
Pathogenic,The Solipsist Dream,7480515840.000001,,
Joshua Travis,Gouge,6685371000,,
El Scar,Hikikomori,6310188000,,
RXYZYXR,Geometrical Metal,6295369200,,
Irah,Cinematic,6041152000,,
RXYZYXR,Demo,5674920000.000001,,
Nemertines,Ikona. Revolucia.,5668160385.714285,2015,
Nemertines,Heart (EP),5358150000,2010,
Nemertines,I am afraid,5350352000,2009,
Irah,Siu Hinama,5075325000,,
She Was The Universe,Else And Where,4952883200,,
Scamp,i don’t wanna talk,4925529000,,
Break me Completely,EP,4910625000,,
Noja,The Great Purpose,4851654000,,
Vortice,F6,4745141662.5,,
Joshua Travis,The Hollow,4449438000,,
Dorthal,Cell Regeneration,4316418458.333334,,
Beyond The Dust,Khepri,4164611850,,
Nemertines,Bird Murder,4144037650,,
Nociceptor,Sum of all Scars,3909717000,,
Dorthal,Arid Landscape,3878549864,,
Vow of Volition,Anthelion,3835757608.163265,,
Raen,RaeN Chilled & Progressive,3198021000,,
dead for denver,Dead for Denver,3138715224.489796,,
Irrita,Irrita,3043669777.7777777,,
