Artist,Album,Weight,Tags,Published
Death in June,"But, What Ends When the Symbols Shatter?",337336361332185.44,"neofolk, dark folk, apocalyptic folk, favourite albums, 1992",
Rome,Flowers From Exile,214264449392120.8,"neofolk, 2009, martial industrial, favorite albums, dark folk","30 Jun 2009, 17:38"
Current 93,Thunder Perfect Mind,210916424954376.2,"neofolk, apocalyptic folk, experimental, ambient, 1992","29 Sep 2012, 02:47"
Death in June,Rose Clouds of Holocaust,129975407998800,"neofolk, apocalyptic folk, dark folk, industrial, neo folk",
Tenhi,Kauan,119079912687450,"neofolk, folk, melancholic, acoustic, dark folk","29 Mar 2017, 11:51"
Heilung,Ofnir,112267638951481.47,"folk, neofolk, season of mist records",
Current 93,All the Pretty Little Horses,105841797257396.45,"neofolk, apocalyptic folk, 1996, experimental, world serpent","29 Sep 2012, 02:40"
Death in June,Nada!,100763430598585.16,"neofolk, industrial, post-punk, darkwave, albums I own",
Death in June,The Wall Of Sacrifice,72112621533750,"neofolk, martial industrial, military, neo-folk, folk","23 Jan 2019, 12:57"
Rome,Nera,56738755809750,"neofolk, martial industrial, dark folk, ambient, industrial",
Rome,Masse Mensch Material,54344927339500,"neofolk, martial industrial, 2008, apocalyptic folk, dark folk",
Heilung,LIFA,53292176485022.22,"folk, neofolk, dark folk, pagan folk, season of mist records",
Vàli,Forlatt,51436388314560,"neofolk, acoustic, folk, instrumental, ambient","10 Sep 2013, 23:45"
Death in June,All Pigs Must Die,49177076116987.484,"noise, experimental, neofolk, dark folk, 2001","11 Apr 2018, 21:29"
Spiritual Front,Armageddon Gigolo,42251656334995.05,"neofolk, 2006, dark, cabaret, tango",
Blood Axis,The Gospel of Inhumanity,36782951990400,"martial industrial, neofolk, dark ambient, ambient, apocalyptic folk",
Rome,Confessions D'Un Voleur D'Ames,36527888716768.75,"neofolk, martial industrial, experimental, industrial, best of 2007",
Hagalaz' Runedance,The Winds That Sang of Midgard's Fate,33259953252000,"neofolk, folk, ambient, medieval, Pagan",
Tenhi,Maaäet,30702356110368.055,"folk, dark folk, 2006, neofolk, albums I own","29 Mar 2017, 11:46"
Daemonia Nymphe,Daemonia Nymphe,30180249347040,"Greek, folk, ethereal, neofolk, darkwave",
:Of the Wand & the Moon:,Lucifer,30127011151700,"neofolk, ritual ambient, apocalyptic folk, neo-folk, industrial",
Michael Gira,Drainland,30122615710992.004,"neofolk, 1995, experimental, lifer, rock",
Death in June,The World That Summer,25476006323957.4,"neofolk, industrial, post-punk, 1986, apocalyptic folk","23 Jan 2019, 13:00"
Sol Invictus,In the Rain,24333701881942.01,"neofolk, 1995, apocalyptic folk, experimental, industrial",
Ordo Rosarius Equilibrio,Apocalips,23744663719204.688,"neofolk, apocalyptic folk, martial industrial, dark ambient, Erotic","05 Sep 2008, 00:37"
Neun Welten,vergessene Pfade,23184378114471.004,"neofolk, folk, acoustic, dark folk, favourite albums",
Forndom,Dauðra Dura,22798595193612.246,"2016, instrumental, folk, ambient, dark ambient","14 Mar 2016, 18:50"
Death in June,Brown Book,22434059394311.223,"neofolk, apocalyptic folk, post-punk, industrial, 1987",
:Of the Wand & the Moon:,The Lone Descent,21908262197760.332,"neofolk, dark folk, natur ist macht, industrial, favorite albums",
Forseti,Erde,21273181753712.4,"neofolk, folk, dark folk, have, neoclassical",
Darkwood,Notwendfeuer,20804343918600,"neofolk, german, apocalyptic folk, German Neofolk, folk noir",
Heilung,Futha,20624419287108.64,"2019, neofolk, ritual ambient, tribal ambient, darkfolk",
Heilung,Norupo,19786196849600,,
Tenhi,Väre,19702589387435.008,"folk, neofolk, dark folk, 2002, ambient",
Current 93,Soft Black Stars,18760059235230.855,"piano, melancholic, ambient, poetry, apocalyptic",
Danheim,Ivar's Revenge (Danish Viking Music),18257400761600,,
In Gowan Ring,Hazel Steps through a Weathered Home,18092992111638.89,"medieval, folk, neofolk, dark folk, singer-songwriter",
Nature and Organisation,Beauty Reaps the Blood of Solitude,18054283699500,"neofolk, apocalyptic folk, dark folk, undoubtably the best neofolk of the 90s and possibly ever, 1994",
Current 93,All The Pretty Little Horses (The Inmost Light),17463619695461.541,"current93, neofolk, All, Love, genius",
Rome,Nos Chants Perdus,17273503195625,"neofolk, 2010, favorite albums, Milestones, chanson",
Kiss the Anus of a Black Cat,An Interlude to the Outermost,17017801186702.473,"neofolk, dark folk, albums I own, 2007, psychedelic folk",
Death in June,The Rule Of Thirds,16831110718844.97,"neofolk, apocalyptic folk, indie, british, rock",
:Of the Wand & the Moon:,Sonnenheim,15847650041348.982,"apocalyptic folk, neofolk, neo-folk, Heidrunar Myrkrunar, industrial",
Rome,Berlin,15250629623666.668,"neofolk, martial industrial, industrial, experimental, Milestones",
Daemonia Nymphe,Krataia Asterope,14632414381223.14,"folk, neofolk, Pagan, pagan folk, ancient greek music",
Sonne Hagal,Jordansfrost,12516220257600,"neofolk, Luftschutz Entertainment, german, favourite albums, 2008",
Neun Welten,Destrunken,12472188500772,"favorite albums, neofolk, neo folk, folk noir, dark folk",
Current 93,Lucifer Over London,12466726272000,"neofolk, 1994, world serpent, Soundtrack To The Apocalypse, dark folk",
:Of the Wand & the Moon:,Nighttime Nightrhymes,12095458901500,"neofolk, norse folk revival, Love, industrial, 1999",
Danheim,Herja,11856355172662.723,"dark ambient, neofolk, dark folk, danish, pagan folk",
Blood Axis,Blót: Sacrifice in Sweden,11848734598633.332,"neofolk, martial industrial, albums I own, dark folk, irack",
Spiritual Front,Rotten Roma Casino,10886574789716.668,"neofolk, folk pop, rock, folk, dark cabaret",
Kiss the Anus of a Black Cat,Hewers of wood and drawers of water,10757797920000,"psychedelic folk, 2010, psychedelic neofolk, industrial, psychedelic",
Current 93,The Inmost Light,10564764762240,albums I own,
Forseti,Windzeit,9253158150920,"neofolk, dark folk, forseti, Je dirai quelque jour vos naissances latentes, neoclassical",
The Moon and the Nightspirit,Of Dreams Forgotten and Fables Untold,8804715008191.668,"medieval, folk, redhot, Classical, experimental",
Rome,To Die Among Strangers,8768046787893.75,"2009, neofolk, martial industrial, luxemburg, Milestones",
Current 93,Sleep Has His House,8462707088888.889,"neofolk, apocalyptic folk, dark folk, Love, drone","13 Sep 2009, 01:34"
Death in June,The Snow Bunker Tapes,8310845274887.575,"acoustic, neofolk, 2013, New European Recordings, Totenpop",
Rome,Le Ceneri Di Heliodoro,8094598466318.75,"neofolk, 2019, martial industrial, singer-songwriter, folk noir",
Danheim,Munarvagr,7953791323166.667,,
:Of the Wand & the Moon:,Emptiness Emptiness Emptiness,7707513300000,,
Sorrow,Search of the Miraculous,7582675454968.75,,
Sol Invictus,Lex Talionis,7530675804253.472,"neofolk, industrial, apocalyptic folk, dark folk, dark ambient",
Death in June & Boyd Rice,Alarm Agents,7379039350663.58,"neofolk, dark folk, apocalyptic folk, 2004, misc",
Death in June,Peaceful Snow,7308895743443.786,"piano, neofolk, apocalyptic folk, dark folk, british",
Current 93,Earth Covers Earth,7127465827625,"neofolk, experimental, 1988, apocalyptic folk, indie",
Ordo Rosarius Equilibrio,Songs 4 Hate & Devotion,6902474745950,"dark folk, 2010, apocalyptic folk, out of line, industrial",
Nebelung,Vigil,6236699445277.778,"neofolk, dark folk, folk, ambient, pagan folk",
Rome,A Passage to Rhodesia,6017544716011.11,"2014, neofolk, neoclassical, rhodesia, folk","09 Aug 2014, 09:34"
Death in June,DISCriminate (disc 1),5812030962000,"neofolk, dark folk, apocalyptic folk, experimental, industrial",
Rome,The Hyperion Machine,5739502093527.272,"neofolk, dark folk, singer-songwriter, post-punk, 2010s",
Cult of Youth,Cult of Youth,5590747544621.487,"neo-folk, post-punk, indie folk, folk punk, neofolk",
Current 93,Black Ships Ate the Sky,5391256631170.067,"dark folk, apocalyptic folk, albums I own, experimental, 2006","13 Mar 2009, 12:00"
Sol Invictus,Trees in Winter,5377847076298.225,"neofolk, dark folk, apocalyptic folk, 90s, 1990",
Spiritual Front,Songs For The Will,5372244032571.429,"neofolk, dark folk, alternative, folk, folk noir",
Blood Axis,Born Again,5318962362431.25,"industrial, neofolk, dark folk, 2010, apocalyptic folk",
Daemonia Nymphe,Psychostasia,5311979664076.8,"2013, neofolk, Greek, Pagan, Classical",
King Dude,Sing More Songs Together...,5285808000000,,
Spiritual Front,Armageddon Gigolo',5237658972672.777,"2006, neofolk, chanson, dark folk, favourite albums",
In Gowan Ring,The Glinting Spade,5230274766000,"neofolk, chillout, dark folk, neo-folk, beautiful music",
Hagalaz' Runedance,Volven,5181549466283.5,"medieval, scandinavian, Pagan, neofolk, folk",
IANVA,Disobbedisco!,5172895270743.802,"neofolk, apocalyptic folk, cabaret, folk noir, Italy",
Death in June,The Guilty Have No Past,4668602611750,"post-punk, neofolk, new wave, Gothic, rock",
The Moon Lay Hidden Beneath a Cloud,Amara Tanta Tyri,4536964095769.565,"neofolk, Ritual, neo-medieval folk, ritual ambient, Ritual Industrial","10 Nov 2014, 05:02"
Current 93,Of Ruine Or Some Blazing Starre,4498383924081.633,"neofolk, dark folk, 1994, apocalyptic folk, indie",
Darkwood,Ins Dunkle Land,4487827056404.167,"neofolk, folk, german, darkwave, dark folk",
Vàli,Skogslandskap,4120476991339.378,"acoustic, instrumental, folk, neofolk, dark folk","10 Sep 2013, 23:45"
Rome,Hansa Studios Session,4119699680043.75,,
Danheim,Fridr,4022684761910.0596,,
Current 93,The Light Is Leaving Us All,3983437087205.951,"2018, neofolk, dark folk, apocalyptic folk, experimental",
Current 93,"Baalstorm, Sing Omega",3792014408577.284,"2010, neofolk, experimental, Pagan, alex neilson","13 Jun 2010, 21:30"
Rome,Confessions d'un Voleur D'âmes,3767627628000,"neofolk, martial industrial, 2000s, albums, 2007 albums",
Ataraxia,Kremasta Nera,3673433005493.877,"ambient, female vocalists, darkwave, dark ambient, neofolk",
Darkwood,Flammende Welt,3566781240243.1953,"neofolk, ambient, folk, industrial, dark folk",
Nebelung,Palingenesis,3515924810524.4443,"2014, neofolk, dark folk, best of 2014, german",
Fire + Ice,Birdking,3464177378462.5,"neofolk, beautiful, dark folk, 2000, deep voices",
October Falls,Marras,3258486410878.125,"folk, instrumental, ambient, acoustic, neofolk",
Death in June,Operation Hummingbird,3118662125568,"martial industrial, industrial, neofolk, albums I own, dark",
