Artist,Album,Weight,Tags,Published
...and Oceans,"War, Vol. 1 (...and Oceans vs. Bloodthorn)",68483209.21875,,
Kasvain,Album,63474000,,
...and Oceans,Mare Liberum (Demo),55400550,,
Illidiance,Breaking The Habit (Linkin Park Cover),53937000,,
Deadheaven,АнтNРеальность,47309999.99999999,,
Spulrium,With Vast Infernals,46978808.641975306,,
...and Oceans,(A.M.G.O.D.) Allotropic/Metamorphic - Genesis Of Dimorphism,45727200,,
...and Oceans,The Symmetry of I,45212250,,
Seecrees,Ложь (Single),43968000,,
Assimilate,Vicious Circles,42257600,,
Synrah,The Hierophant,41478000,,
Erdh,Sideremesis,34433437.5,,
Synquies,The core,32320527.777777776,,
Illidiance,Last Dawn - Single,32256000,,
Omniavatar,Ego Death,32116500,,
Illidiance,Neon Rebels - Single,29629800,,
Illidiance,Modern Iconoclast - Single,28743200,,
...and Oceans,"The Symmetry Of I, The Circle Of O (Special Edition)",25137222.65625,,
Seecrees,Lie (single),23820000,,
X-sys,X-sys (Demo),22058999.999999996,,
Illidiance,Futuristic Metal Compilation: Cyber Metal,21840000,,
Illidiance,Fear Candy 72,20700000,,
Fasciitis Necroticans,Census,20679000,,
Illidiance,Industrial Metal Compilation 2010,20640000,,
...and Oceans,AMGOD,19836000,,
Johan Jello & MeatShredder,Fractured,19398000,,
Illidiance,Modern Iconoclast (single),18900000,,
...and Oceans,Dynamic Gallery of Thoughts/The Symmetry of 1 - The Circle of 0 Disc 1,17514300,,
Illidiance,ILLIDIANCE,16716000,,
Voidform,Эврика,16524000,,
Seiber,Lucid Dreaming,16383272.189349111,,
