Artist,Album,Weight,Tags,Published
Have Heart,Songs to Scream at the Sun,26313068264.818027,,
Converge,Jane Doe,24644813897.16351,,
Defeater,Empty Days & Sleepless Nights,17490633003.709827,,
Comeback Kid,Wake The Dead,16129575002.775764,,
Converge,Axe to Fall,14886219423.224487,,
Deez Nuts,Stay True,11841335446.225435,,
Converge,No Heroes,11104946401.181963,,
Stick to Your Guns,Diamond,10846513275.360413,,
Ceremony,Violence Violence,10490114911.923443,,
Converge,You Fail Me,10336779292.436844,,
Defeater,Travels,10230163959.169508,,
Have Heart,The Things We Carry,10144544023.61729,,
Hatebreed,The Rise Of Brutality,9991789323.863804,,
Converge,All We Love We Leave Behind,9858852118.82565,,
Hatebreed,Supremacy,9737575786.154343,,
Refused,The Shape of Punk to Come,9011780532.34301,,
Minor Threat,Complete Discography,9009890131.747446,,
Verse,Aggression,8864985000.67801,,
Raised Fist,Veil of Ignorance,8731930228.360254,,
Dead Fish,Contra Todos,7981515740.73916,,
Ceremony,Still Nothing Moves You,7972838899.936464,,
Comeback Kid,Turn It Around,7907020221.834394,,
Comeback Kid,Broadcasting,7538055125.610831,,
Comeback Kid,Broadcasting...,7538055125.610831,,
Terror,Keepers Of The Faith,7460581992.560334,,
Hatebreed,Perseverance,7231853712.899156,,
Gorilla Biscuits,Start Today,7151790964.087738,,
Ignite,Our Darkest Days,7070247905.983692,,
Hatebreed,Hatebreed,6740981066.4984865,,
Raised Fist,Sound of the Republic,6689691773.807625,,
Every Time I Die,New Junk Aesthetic,6408220376.635119,,
Stick to Your Guns,The Hope Division,6406434225.268173,,
Every Time I Die,Gutter Phenomenon,6311686372.59365,,
Cancer Bats,Hail Destroyer,5874337642.563863,,
Hatebreed,The Divinity Of Purpose,5645066762.657584,,
He Is Legend,I Am Hollywood,5515768459.506571,,
H2O,Nothing To Prove,5483100102.139972,,
Every Time I Die,Hot Damn!,5331527544.403262,,
Your Demise,The Kids We Used To Be...,5255778336.695689,,
Terror,One With The Underdogs,5069967146.925364,,
Modern Life Is War,Witness,4892103443.787505,,
Verse,From Anger And Rage,4673861392.626552,,
Comeback Kid,Symptoms And Cures,4548252766.306038,,
Fucked Up,David Comes To Life,4396083311.069762,,
Hatebreed,Satisfaction Is the Death of Desire,4373256157.975011,,
Defeater,Lost Ground,4297412151.140308,,
Evergreen Terrace,Almost Home,4226836799.315835,,
Every Time I Die,The Big Dirty,4213580420.6777163,,
Your Demise,Ignorance Never Dies,3854775233.023871,,
Hatebreed,For The Lions,3605606367.168338,,
Norma Jean,The Anti Mother,3567266908.3010435,,
Walls of Jericho,The American Dream,3496814596.535083,,
CPM 22,MTV ao Vivo,3484660293.973025,,
CPM 22,Ao Vivo,3484660293.973025,,
Bad Brains,Bad Brains,3469359198.49769,,
Raimundos,Só No Forevis,3451122866.2712107,,
Sick of It All,Death To Tyrants,3421978123.266223,,
Your Demise,The Golden Age,3332045949.257479,,
Every Time I Die,Ex Lives,3316337965.4571385,,
Verse,Rebuild,3310350634.5911956,,
Poison the Well,You Come Before You,3268580086.7459188,,
Walls of Jericho,With Devils Amongst Us All,3201438848.3553114,,
Raimundos,Raimundos,3135579987.0402255,,
BoySetsFire,After the Eulogy,3044603650.288967,,
Terror,The Damned The Shamed,2971191019.7514143,,
Terror,Always The Hard Way,2898588441.0853496,,
Trapped Under Ice,Big Kiss Goodnight,2896719540.635324,,
Walls of Jericho,All Hail The Dead,2888235775.8662553,,
Gallows,Orchestra of Wolves,2808361325.2597423,,
Defeater,Letters Home,2807193377.3027797,,
Ceremony,Rohnert Park,2793176722.8217244,,
Trash Talk,Eyes & Nines,2732778490.118819,,
Terror,Lowest Of The Low,2672877841.781134,,
Refused,Songs to Fan the Flames of Discontent,2563660894.594933,,
Stick to Your Guns,Comes From The Heart,2557396662.3009367,,
Evergreen Terrace,Wolfbiker,2517278644.7870855,,
Madball,Empire,2499962400.613079,,
Madball,Legacy,2452972986.991098,,
Fear Before The March Of Flames,Art Damage,2432714749.5242367,,
Norma Jean,Wrongdoers,2410697578.465563,,
Bane,Give Blood,2366794531.1564693,,
Norma Jean,Redeemer,2353507897.909099,,
