Artist,Album,Weight,Tags,Published
Сплин,Гранатовый альбом,588353283366000,"russian rock, rock, albums I own, russian, 1998",
Сплин,Раздвоение личности,437613241196246.3,"russian rock, russian, rock, albums I own, alternative",
Кино,Звезда по имени Солнце,409775677297132.06,"russian rock, rock, russian, post-punk, Kino","15 Nov 2017, 17:29"
Би-2,Би-2,308823858763636.4,"russian rock, rock, russian, albums I own, pop rock",
Би-2,Мяу кисс ми,270113414550000,"rock, russian, russian rock, alternative, 00s",
Сплин,Зн@менатель,216953102311524.44,"russian rock, rock, Splin, russian, pop",
Zемфира,Прости Меня Моя Любовь,198545086022416.7,"russian rock, rock, russian, alternative, favorite albums",
Zемфира,Четырнадцать недель тишины,194014190745000,"russian rock, rock, alternative, russian, albums I own",
Сплин,Фонарь под глазом,192587437569000,"russian rock, indie, rock, russian, 1997",
Сплин,Сигнал из космоса,144500361639000,"rock, 2009, russian, russian rock, indie rock",
Сплин,Реверсивная хроника событий,139465170963001.75,"rock, russian, russian rock, Splean, albums I own","19 May 2019, 18:39"
Сплин,Коллекционер оружия,128010289951156.8,"russian, russian rock, favourite albums, rock, 1996",
Zемфира,Земфира,119464855977480.61,"russian, russian rock, rock-n-roll, favorite albums, pop rock",
Сплин,Новые люди,110920993984800,"rock, albums I own, russian, russian rock, indie",
ДДТ,Просвистела,106382449252065.3,"russian rock, ddt, rock, russian, favourite albums",
Zемфира,Спасибо,104243540998933.34,"russian rock, russian, albums I own, 2007, rock",
Мумий Тролль,Морская,91495045091542.05,"albums I own, russian rock, rock, Pop-Rock, russian",
Кино,Группа крови,88712548166524.3,"post-punk, rock, 80s, new wave, russian rock",
Пилот,"Рыба, Крот и Свинья",85263992067000,"russian rock, rock, russian, albums I own, punk rock",
Ночные Снайперы,Цунами,82684834693200,"russian rock, rock, female vocalists, beautiful, russian",
Агата Кристи,Опиум,81947012680500,"decadence, new wave, post-punk, art rock, synthpop",
Кино,Чёрный Альбом,80975517708000,"rock, new wave, post-punk, russian rock, classic rock",
Кино,Ночь,75749893072875.38,"post-punk, new wave, russian rock, russian, 1986",
Би-2,Иномарки,69730060648257.016,"rock, alternative, albums I own, Love, russian",
Сплин,Альтависта,69453645304206.62,"russian rock, rock, Progressive rock, alternative, alternative rock",
ДДТ,Актриса Весна,65990390568000,"russian rock, russian, Russia, rock, japanese",
Сплин,25-й Кадр,65048846184000,"2001, russian rock",
Nautilus Pompilius,Крылья,63216892968320.01,"rock, russian rock, russian, 1995, 1996",
Смысловые галлюцинации,3000,51972261117000,"rock, russian rock, electronic, indie, indie rock",
Пикник,Королевство кривых,49486680444830.58,"russian rock, Gothic Rock, rock, russian, art rock",
Ночные Снайперы,SMS,48478594440640,"russian rock, pop, rock, pop rock, soft rock",
Пикник,Иероглиф,45587345700750,"russian rock, classic rock, ambient, albums I own, 3",
Пикник,Египтянин,45091847868480,"russian rock, classic rock, ambient, post-punk, Gothic Rock",
