Artist,Album,Weight,Tags,Published
Wolfchant,A Pagan Storm,77228800217160.31,"pagan metal, folk metal, viking metal, Viking-folk metal, epic pagan metal",
XIV Dark Centuries,Jul,43650713935520,"pagan metal, folk metal, viking metal, black metal, medieval",
Wolfchant,Bloody Tales Of Disgraced Lands,22787993829978.695,"folk metal, pagan metal, albums I own, epic, viking metal",
Black Messiah,First War Of The World,19551806289644.97,"pagan metal, folk metal, viking metal, heavy metal, metal",
Black Messiah,Of Myths and Legends,12629325041344.629,"pagan metal, black metal, viking metal, folk metal, 2000s",
Wolfchant,Determined Damnation,9270305770520.832,"pagan metal, folk metal, black metal, epic pagan metal, Melodic Death Metal",
Аркона,От Сердца к Небу,7714649574000,"pagan metal, folk metal, favorite albums, best of 2007, Playlist",
Menhir,Hildebrandslied,7571429880561.225,"pagan metal, epic pagan metal, black metal, metal, folk metal",
Riger,Des Blutes Stimme,6083507618844.445,"pagan metal, viking metal, black metal, pagan black metal, German Heathen Metal",
Varg,Wolfskult,5460812142080,"2011, pagan metal","05 Oct 2011, 15:32"
Сварга,Огни на курганах,5363495028000,"pagan metal, folk metal, metal, female backed metal","31 Jan 2012, 01:21"
Varg,Blutaar,4986905402789.256,"black metal, folk metal, heavy metal, metal, epic",
Varg,Wolfszeit,4914583634160,"black metal, pagan metal, seen live, albums I own",
Fjoergyn,Ernte im Herbst,4511634870528,"black metal, symphonic metal, autumn, pagan metal, Blackened Folk Metal",
Menhir,Ziuwari,3795985110342.8564,"pagan metal, german pagan metal, albums I own, folk metal, viking metal",
Riger,Gjallar,3750677575462.9995,"black metal, folk metal, viking metal, pagan metal, Power metal",
Аркона,Возрождение,3664532708533.333,"Female fronted metal, russian, pagan metal",
Аркона,"Гой, Роде, Гой!",3598356109879.5923,"pagan metal, folk metal, Female fronted metal, metal, russian",
Taunusheim,Nebelkämpfe,3185461985580,"black metal, pagan metal, favorite albums, silly, Albums to Listen to",
Riger,Streyf,3035070598254.5454,"pagan metal, black metal, viking metal, pagan black metal",
Menhir,Die ewigen Steine,2591074620312.5,"pagan metal, albums I own, folk metal, viking metal, beautiful album cover",
Nastrandir,Zwischen Horizonten,2443341452750,"folk metal, pagan metal, Nastrdir",
Menhir,Thuringia,2261051257422.222,"black metal, pagan metal, folk metal, viking metal, 1999",
Fjoergyn,Sade Et Masoch,2107558483298.7651,"folk metal, german, pagan metal",
Black Messiah,Oath of a Warrior,2049550564462.8098,"pagan metal, black metal, folk metal, heavy metal, metal",
Сварга,"Там, где дремлют леса...",2029574007120.0002,"folk metal, pagan metal, russian, pagan folk metal",
Gernotshagen,Weltenbrand,1727612802777.7778,"black metal, folk metal, pagan metal, metal, viking metal",
Gernotshagen,Märe aus wäldernen Hallen,1713546623714,"folk metal, pagan metal, black metal, viking metal, 2007",
Obscurity,Tenkterra,1687103545403,"black metal, metal, viking metal, Melodic Death Metal, death metal",
Riger,Der Wanderer,1640139842250,"pagan metal, black metal, viking metal, metal, pagan black metal",
Varg,Guten Tag,1627813927966.8638,"viking metal, Melodic Death Metal, pagan metal",
Varg,Schildfront,1593221520000,"black metal, pagan metal, Pagan, heavy metal, metal",
XIV Dark Centuries,Skithingi,1431447915726.3674,"folk metal, pagan metal, Pagan and Viking Metal, black metal, Masterpiece",
Butterfly Temple,Земля,1330251356017,"folk metal, black metal, fantasy metal, pagan metal, ambient",
Obtest,Auka Seniems Dievams,1287823881195,"black metal, pagan metal, pagan black metal, Lithuanian metal, seen live",
Butterfly Temple,Время Мары,1286123493186,"pagan metal, albums I own",
Riger,Hamingja,1149254434943.9998,"pagan metal, viking metal, pagan black metal, black metal, german",
Невидь,Зов новой Гипербореи,980941500000,"russian, pagan metal, Russia, slavic pagan metal, russian pagan metal",
Varg,Evanescence (a Love Letter),933500124000,"2019, 4444266662",
Butterfly Temple,Тропою крови по воле рода!,904783200000,"metal, pagan metal, black metal, albums I own, 2003",
Menhir,Buchonia,887507184000,"folk metal, pagan metal, beautiful album cover",
Butterfly Temple,Велес,885311986962.9629,"pagan metal, folk metal, doom metal, metal, 90s",
Nothgard,Warhorns of Midgard,876550616200,"folk metal, viking metal, Melodic Death Metal, pagan metal, pagan folk metal",
Аркона,Слово,822453096434.6938,"folk metal, pagan metal, 2011, symphonic metal, pagan black metal",
Natural Spirit,Сита Роса,819894916454.5455,"folk metal, pagan metal, folk, Black",
Nothgard,Lightcrawler,739713741200,,
Black Messiah,The Final Journey,716340530382.3999,"folk metal, viking metal, heavy metal, metal, pagan metal",
XIV Dark Centuries,Den Ahnen Zum Grusse,666270252000,"folk metal, viking metal, black metal, pagan metal",
XIV Dark Centuries,...den Ahnen zum Grusse...,652958591281.0651,"folk metal, black metal, pagan metal, favourite albums, pagan black metal",
Невидь,Ярга,574047070668.3673,,
Butterfly Temple,Колесо Чернобога,547879892100,"pagan metal, Russian black folk metal, albums I own",
Wolfchant,Call Of The Black Winds,541576602525.6198,"folk metal, Melodic Death Metal, pagan metal, power deathmetal",
Butterfly Temple,За солнцем вслед,538282783333.3334,,"27 Dec 2010, 17:05"
Slavland,Tarcza Swaroga,486196301760.00006,"neofolk, pagan metal, raw black metal",
Nothgard,Age of Pandora,456667512959.99994,"metal, folk metal, Melodic Death Metal, german, Pagan",
Аркона,Явь,434804017619.75305,"folk metal, russian, pagan metal, Female fronted metal, poslushat",
Hel,The BRB Music Never Released Album,434646772100,,
Obscurity,Schlachten & Legenden,422144448064.92,"viking metal, black metal, Melodic Death Metal, death metal, german",
Obscurity,Varar,404197828896,,
Butterfly Temple,Сны северного моря,380599205696,"folk metal, russian, pagan metal, metal, 2000s",
Slavland,Echa Wieków Pradawnych,342533291062.5,"black metal, polish, pagan metal, poland, pagan black metal",
Obtest,Is Kartos I Karta,334205339170.37036,albums I own,
Black Messiah,Heimweh,323604885662.5,,
Невидь,Невидь,311036029499.99994,"russisch, pagan black, folk pagan, pagan folk metal, russian pagan metal",
Аркона,Vozrozhdenie,287851248000,,
Wolfchant,Embraced by Fire,270400926733.67346,"folk metal, Melodic Death Metal, Power metal, metal, viking metal",
Oriana,Love Me Down Easy,259185004800,,
XIV Dark Centuries,Dunkle Jahrhunderte,258447343206.8642,"folk metal, pagan metal, black metal, pagan black metal",
Žrec,Žertva,258060018890.625,,
Thorondir,Düsterwald,257336049827.16055,"2009, pagan metal",
Wolfchant,The Fangs of the Southern Death,239530323375,,
Аркона,"Goi, Rode, Goi!",233136540000,,
Svafnir,The Heathen Chapters,222688392208.3333,,
Asenblut,Berserker,210836589917.75146,"black metal, metal, thrash metal, german, pagan metal",
Аркона,Lepta,210735335446.91357,,
Fimbulvet,Der Ruf in Goldene Hallen,200045205360,"black metal, pagan metal",
Obtest,Gyvybes Medis,198310989000,,
Невидь,Агарта,194269318444.44446,,
Аркона,Vo slavu Velikim!,190752114000,"folk metal, pagan metal",
Varg,"Nordic Flora Series, Pt. 3: Gore-Tex City",178791140999.99997,,
Butterfly Temple,Солнцестояние,168460198367.99997,,
Hordak,The Last European Wolves,160092946608.00003,"black metal, pagan metal, folk metal, 2000s, Spanish Metal",
Varg,Götterdämmerung,153347760000,2017,
