Artist,Album,Weight,Tags,Published
Ved Buens Ende,Written In Waters,6545283119259.26,"black metal, Progressive metal, Post-Black Metal, Avant-garde Metal, 1995","10 Dec 2020, 21:35"
Abbey ov Thelema,A Fragment ov the Great Work,10708685268.75,,
WRECHE,Wreche,4354740608,,
Abbey ov Thelema,Liber DCLXVI,3768336606.122449,,
Ved Buens Ende,Rehearsal 2006,3348316800,,
Hanormale,Amaterasu Omikami,1180775200,2015,
Ourobiguous,Silencing The Meek,1037294800,,
"Misanthropy, ElfenBlut, Heroin",Presumed Guilty,731280000,,
Ved Buens Ende,Coiled In Obscurity (Bootleg),635796000,,
Ved Buens Ende,Those Who Caress The Pale (Ep),471576600,,
Ved Buens Ende,Those Who Caress The Pale (Reissue 2008),399297600,,
Ourobiguous,An Oath to Forever Defile,354063000.00000006,,
lautreamont,Silence Of The Deceased,338754000,,
En Fandens Ridder,Forest of Thy Light,275418000,,
Ankou Awaits,Wyllt,274187475,,
Archaean Harmony,Nihility Mundane Soul,268759012.5,,
Ourobiguous,Projecting Oneself Into A New Sky,231336000,,
Le Chant Noir,Ars Arcanvm Vodvm,228964363.63636363,,
Ourobiguous,Awakening,217512000,,
Guillen,Eclipse,216576000,,
Ourobiguous,Dreaming,205296000,,
Hanormale,Reborn In Butterfly,201379750,2019,
Ad Christi Gloriam,Ad Christi Gloriam,185630800,,
~LAIR~,Welcome to the Void,161023055.55555555,,
The Lucifer Rebellion,Fenrir,158760000,,
Ved Buens Ende,Written In Waters (Re-release 2003),149836500,,
Párodos,Catharsis,114759506.17283951,,
Ved Buens Ende,Those Who Caress The Pale (Demo) [1997 CD re-issue],107179200,,
Éohum,"Revelations, Aurora Of An Epoch",102486000.00000001,,
Ved Buens Ende,Those Who Caress The Pale [Demo],100784250,,
Abbey ov Thelema,Prelude to Apocalypse,99120000,,
Ourobiguous,Beholding The Tenth Dragon,93210000,,
The Lucifer Rebellion,Succubus,90902451,,
Ourobiguous,Decipher Divinity,89302500,,
Erasmo Solar,Journey Through The Elemental Forest,82800000,,
Hanormale,天照大御神,81246000,,
Guillen,Into the Void,79351125,,
deemtee,Flawed Synchronization With Reality,70794000,,
Stagnant Waters,Sea of Abandoned Polaroids,64893000,,
Ved Buens Ende,...Coiled In Obscurity [Bootleg],63504000,,
Derhead,Irrational I,60356250,,
Sunrise Black,Omnia pro Patria,51204000,,
Ved Buens Ende,"Blackend, Vol. 1 disc 2",50677650,,
Top Hats and Effigies,Rigamarole,49030400,,
Swallowed Whole,Megalomania,44698875,,
Droom Alone,Brooding Skadu,44289000,,
Ved Buens Ende,Written In Waters (2002 re-issue),42828750,,
