Artist,Album,Weight,Tags,Published
The Lucifer Rebellion,Punishment Divine,38106000,,
Ourobiguous,King of The Mountain - EP,24683999.999999996,,
lautreamont,The Cult of Grinning Martyrs,24000000,,
Stagnant Waters,Önd - A Tribute to Enslaved,22869000,,
Saturnian Current,Demo,21939666.666666664,,
Ankou Awaits,Sobrwydd a Disgyblaeth,21562383.67346939,,
Want of Sin,Echoes of Resentment,21060000,,
Ved Buens Ende,Those who Caress the Pale (Demo),19966499.999999996,,
Derhead,Via,19262444.444444444,,
Jaar of Nezborlan,Orcazoid Invasion (Disk I),19026122.448979594,"electronic, death metal, United Kingdom, Avant-Garde Black Metal",
Ankou Awaits,Oberour Ar Maro,16929740.740740743,,
Ved Buens Ende,Those Who Caress The Pale [Demo - CD Edition '97],16110900,,
Miseria Visage,Vanish Into Dark,14790000,"black metal, metal, Gothic, Avant-Garde, Gothic Metal",
Animus Meminisse Horret,Animus Meminisse Horret,14452200,,
Ирод,Морок,13737000,"black metal, Avant-Garde Black Metal, Russian Black Metal",
Châtiment divin,The Wages Of Sin (EP),13689000,,
Ved Buens Ende,Written In Waters (reissue),13302900,,
Ved Buens Ende,ved buens ende,10022400.000000002,,
Ankou Awaits,Crog Buidhe,9859657.142857144,,
Ved Buens Ende,THOSE WHO CARESS .......,9221850,,
Saturnian Current,Promo Demo '12,9180000,,
Ved Buens Ende,Written In Waters (Remastered),9112500,,
Brown escape,hot the brown ...hot!,8160000,,
lautreamont,Бессонница,7396800,,
Jaar of Nezborlan,Orcazoid Invasion (Disk II),6090449.382716049,"electronic, death metal, United Kingdom, Avant-Garde Black Metal",
Ved Buens Ende,Studio Rehearsal,6019650,,
Ebonillumini,The Ebon Channel [EP],5472000,,
Swallowed Whole,Atrocity,5003063.265306123,,
Ourobiguous,Solitary Existentialism,4950000,,
Stagnant Waters,Ond-A Tribute to Enslaved,4650000,,
Deciphering the Luciferian,The Wail of Hallowed's Demise,4642596,,
Archaean Harmony,Resentment Of An Evanesce Aeon,4560000,,
Ved Buens Ende,Ghost Radio XIII,4276800,,
Traumat,Jätkän Rälssiä,4232345.454545454,,
Ebonillumini,Estuarine (Split Ep 2012),3906000,,
Châtiment divin,The Wages of Sin,3780000,Avant-Garde Black Metal,
The Lucifer Rebellion,The Shining Darkness,3311859.375,,
Sadomystic,Cauldron: Darkness and the Secrets of Sorcery,3285000,,
Ebonillumini,UK Black Metal Vol.2,2952000.0000000005,,
Ved Buens Ende,Written in Waters (Re-Release),2930850.0000000005,,
Éohum,Ealdfaeder,2820000,,
The Lucifer Rebellion,The Fallen Angel,2802000,,
The Lucifer Rebellion,The Serpent,2562000,,
Traumat,No Joy,2517000,,
Ourobiguous,Breathing,2478000,,
Ourobiguous,King of The Mountain,2457000,,
Châtiment divin,Wolf,2403000,,
Ankou Awaits,Lebor Gabala Erenn,2301039,,
Ebonillumini,The Ebon Chanel (EP),2106000,,
Ved Buens Ende,Those Who Caress The Pale [EP],2093850,,
Ourobiguous,Lord of The Mountains - EP,1764000,,
Jaar of Nezborlan,Rocket Booster,1728350,,
Ebonillumini,Estuarine / Grand Religious Finale,1656000,,
