Artist,Album,Weight,Tags,Published
Midnight Odyssey,Funerals From The Astral Sphere,1536570432.463517,,
Caladan Brood,Echoes of Battle,1390492457.3346581,,
Alrakis,Alpha Eri,1040420935.772012,,
Fen,The Malediction Fields,774975758.1073025,,
Fen,Epoch,698830094.878015,,
Gallowbraid,Ashen Eidolon,553123222.043963,,
Dordeduh,Dar de duh,542267055.5391215,,
Elderwind,Волшебство живой природы,483656409.62524647,,
Aquilus,Griseus,468606218.7825023,,
Saor,Aura,349727629.79310346,,
Midnight Odyssey,Firmament,304146892.8339723,,
Sun of the Blind,Skullreader,294015241.8465463,,
Skagos,Ást,287994901.39270663,,
Emyn Muil,Túrin Turambar Dagnir Glaurunga,250449879.49469057,,
Eldamar,The Force Of The Ancient Land,245287656.9013887,,
Alrakis,Omega Cen,226267170.77951002,,
Skogen,Svitjod,218506100.0529031,,
Elffor,From the Throne of Hate,200738767.49859786,,
Wędrujący Wiatr,"Tam, gdzie Miesiąc opłakuje Świt",189292730.99173552,,
Ellende,Todbringer,162650607.663941,,
Skogen,Vittra,155151085.60416266,,
Midnight Odyssey,Shards of Silver Fade,148669325.23842105,,
Lustre,Lost in Lustrous Night Skies,147400803.89401847,,
Mesarthim,Isolate,145277288.46720102,,
Elffor,Unblessed Woods,144609560.63348415,,
Lustre,Wonder,114297724.57394174,,
Sojourner,Empires Of Ash,113629241.37931032,,
Saor,Roots,113444283.17352305,,
Enisum,Arpitanian Lands,111151778.923564,,
Elffor,Son of the Shades,108875861.53027077,,
Midnight Odyssey,The Forest Mourners,106033430.47360247,,
Fear of Eternity,Spirit of Sorrow,105778300.01843625,,
Sojourner,The Shadowed Road,105278009.83050847,,
Fen,Carrion Skies,98270191.4043484,,
Alda,Alda,86128838.28853539,,
The Great Old Ones,EOD: A Tale Of Dark Legacy,85232604.49486302,,
Saor,Guardians,84178437.75779015,,
The Great Old Ones,Tekeli-li,83963744.80834752,,
Eldamar,A Dark Forgotten Past,83732207.77096115,,
Mesarthim,.- -... ... . -. -.-. .,82926273.05352797,,
Wędrujący Wiatr,"O Turniach, Jeziorach I Nocnych Szlakach",82504657.25462306,,
Fyrnask,Bluostar,80238402.81717011,,
Midnight Odyssey,Funerals From The Astral Sphere (CD1),79226893.47037484,,
Liveride,Сквозь Сибирь,78423972.31968811,,
Fear of Eternity,Toward the Castle,77937335.35527273,,
Appalachian Winter,I Become The Frozen Land,77406716.00594647,,
Elffor,Frostbitten Pain,77231281.52969894,,
Fen,Winter,76156465.0286944,,
Shylmagoghnar,Emergence,73977753.5742769,,
Mare Cognitum,Luminiferous Aether,72653247.9294336,,
Lustre,They Awoke To The Scent Of Spring,72562916.8141593,,
Almyrkvi,Umbra,71713677.58290817,,
Mare Cognitum,An Extraconscious Lucidity,69582607.25159147,,
Fear of Eternity,Funeral Mass,67068891.60288408,,
Fear of Eternity,The Evocation of the Unseen,64224942.46575342,,
Mare Cognitum,Phobos Monolith,63977686.71916711,,
The Great Old Ones,Al Azif,62543707.78086063,,
Emyn Muil,Elenion Ancalima,59945396.37583892,,
Ashbringer,Yūgen,57556116.493416496,,
Liveride,Старый Месяц,56384104.65717982,,
Mesarthim,The Density Parameter,56220590.07424775,,
Lustre,Welcome Winter,55518685.73900148,,
Skogen,Eld,52998000,,
Skyforest,Aftermath,46762894.93637021,,
Arx Atrata,Oblivion,46210512.76483978,,
Oak Pantheon,From a Whisper,44578998.925462455,,
Lustre,Night Spirit,44536365.46847162,,
Elderwind,The Magic of Nature,38398150.250312895,,
Elderwind,Чем холоднее ночь,38060433.404710926,,
Ashbringer,Absolution,36785976.485682026,,
Saor,Forgotten Paths,35711376.309190884,,
Ashbringer,Vacant,35710111.838198915,,
Alrakis,Echoes From η Carinae,33879395.42748092,,
Liveride,Таинством Лесов,32968174.080267556,,
Almyrkvi,Pupil of the Searing Maelstrom,32909736.85076984,,
Enisum,Moth's Illusion,32715555.706521742,,
Sorrow Plagues,Homecoming,32085788.700312637,,
Arx Atrata,Spiritus In Terra,32048346.80382072,,
Mare Cognitum,The Sea Which Has Become Known,28897904.24495477,,
Fen,Towards the Shores of the End,28578140.162980206,,
Fyrnask,Eldir Nótt,28302655.741042346,,
Enisum,Seasons of Desolation,27362179.779411767,,
Sojourner,Premonitions,26050150.483511034,,
Hermóðr,The Darkness of December,24003846.153846152,,
Skagos,Anarchic,20553168.988924615,,
Skyforest,Harmony,18199554.82093664,,
Addaura,Demo 2010,18036091.35338346,,
Elffor,Heriotz Sustraiak,16521193.417366946,,
Liveride,"Грезами Ночи, Печалью Дней",15420704.69043152,,
Aquilus,Arbor,13792824.693877552,,
Lustre,The First Snow,12898622.54667305,,
Hermóðr,Hädanfärd,12826654.729729729,,
Hermóðr,The Howling Mountains,11603745.2887538,,
Njiqahdda,Nji. Njiijn. Njiiijn.,11307835.812449476,,
Hermóðr,Vinter,9377618.085106384,,
Liveride,Кокон,8829184.090909092,,
Fyrnask,Fjǫrvar ok benjar,8803912.45583039,,
Njiqahdda,Ints | Nji | Verfatu,7972545.399515739,,
GRIMA,Devotion to Lord,7799824.957841484,,
Midnight Odyssey,"Converge, Rivers Of Hell",6954062.5,,
Lustre,Lustre,5371788.21470245,,
Njiqahdda,Mal Esk Varii Aan,5160683.702531645,,
Basarabian Hills,Spirit of the Native Land,3536072.1485411143,,
Wędrujący Wiatr,"Tam, Gdzie Miesiac Oplakuje Swit",3065159.813084112,,
Aquilus,Cloak of Autumn Shroud,2260626.770538244,,
Liveride,Туманами,1785779.5511221942,,
Addaura,.​.​.​and the lamps expire.,1513167.5675675676,,
Alrakis,Echoes From Eta Carinae,1283871.1409395973,,
Moongates Guardian,.​.​.​And In The Glade a Light Was Seen,1249604.1981132075,,
Njiqahdda,Nji,403488.46153846156,,
Wędrujący Wiatr,In Mordor Where The Shadows Are - Homage to Summoning,312804.6391752577,,
Eldamar,А Dark Forgotten Past,211600,,
Liveride,Млечный Путь,71365.30612244898,,
Hermóðr,Tillbaka till skuggorna,67834.72222222223,,
