Artist,Album,Weight,Tags,Published
Kvelertak,Kvelertak,16538642390.254307,,
Amesoeurs,Amesoeurs,13240911235.526102,,
Cradle of Filth,Nymphetamine,10701699446.267057,,
Burzum,Filosofem,9431465641.569775,,
Dimmu Borgir,Puritanical Euphoric Misanthropia,9292202219.201473,,
Mayhem,De Mysteriis Dom Sathanas,8417341087.844563,,
Cradle of Filth,Godspeed on the Devil's Thunder,7919014392.582734,,
Batushka,Litourgiya,7646205252.763353,,
Dimmu Borgir,Enthrone Darkness Triumphant,7300176010.015006,,
Anaal Nathrakh,In the Constellation of the Black Widow,7182686981.502771,,
Deathspell Omega,Paracletus,7128777254.946749,,
Dimmu Borgir,Death Cult Armageddon,7121578377.204462,,
Burzum,Belus,7079863947.041053,,
Satyricon,"Now, Diabolical",6906215640.798071,,
Immortal,Sons of Northern Darkness,6522629943.540929,,
Dimmu Borgir,In Sorte Diaboli,6405597463.158156,,
Bathory,Bathory,6123956218.207262,,
Dissection,Storm of the Light's Bane,5968529078.963942,,
Dissection,Reinkaos,5850945924.840409,,
Satyricon,The Age of Nero,5698297116.458853,,
Summoning,Let Mortal Heroes Sing Your Fame,5663925860.871909,,
Summoning,Let Mortal Heroes Sing Your Fa,5663925860.871909,,
Cradle of Filth,Midian,5459231288.445826,,
Cradle of Filth,Damnation and a Day,5440716312.636381,,
Emperor,In the Nightside Eclipse,5438390781.045647,,
Dimmu Borgir,Abrahadabra,5298437991.51832,,
Rotting Christ,Aealo,5251599360.167097,,
Watain,Sworn to the Dark,5230977346.454402,,
Watain,Sworn to the Dark - No Return,5230977346.454402,,
Bathory,Blood Fire Death,5176375067.348663,,
Deafheaven,Sunbather,5060337894.2610855,,
Emperor,Anthems To The Welkin At Dusk,4882745898.407456,,
Dissection,The Somberlain,4824815145.179326,,
Anaal Nathrakh,Vanitas,4773199925.432418,,
Mgła,Exercises in futility,4762415441.682557,,
Kvelertak,Meir,4700531921.145216,,
Burzum,Det Som Engang Var,4682827038.649674,,
Cradle of Filth,Bitter Suites to Succubi,4666779371.157219,,
Darkthrone,Transilvanian Hunger,4612446937.790327,,
Watain,Lawless Darkness,4522387788.130673,,
Bathory,Under the Sign of the Black Mark,4378455985.8818245,,
Windir,1184,4340717772.28255,,
Primordial,To the Nameless Dead,4205251775.2484584,,
Peste Noire,Ballade cuntre lo Anemi Francor,4189016762.7326055,,
Summoning,Oath Bound,4132655679.6010637,,
Immortal,All Shall Fall,4068078364.7745395,,
Mgła,With Hearts Toward None,3986542498.896455,,
Rotting Christ,Theogonia,3925920136.837195,,
Venom,Black Metal,3897052233.5542827,,
Immortal,At the Heart of Winter,3847243261.354842,,
Immortal,At the heart of the winter,3847243261.354842,,
Deathspell Omega,"Si Monumentum Requires, Circumspice",3837259793.1864657,,
Immortal,Battles In The North,3603068252.4792843,,
Anaal Nathrakh,"Hell Is Empty, and All the Devils Are Here",3593356929.141173,,
Anaal Nathrakh,Hell is Empty All the Devils are Here,3593356929.141173,,
Gorgoroth,Ad Majorem Sathanas Gloriam,3574588570.615571,,
Summoning,Stronghold,3431972546.850428,,
Inquisition,Ominous Doctrines of the Perpetual Mystical Macrocosm,3414490570.9132714,,
Inquisition,Ominous Doctrines of the Perpetual Mystical Macrososm,3414490570.9132714,,
Burzum,Burzum,3334362239.803841,,
Marduk,Panzer Division Marduk,3285551232.0534186,,
Summoning,Minas Morgul,3143668354.0747104,,
Marduk,Plague Angel,3104470159.752128,,
Burzum,Fallen,3097333943.7908015,,
Summoning,Dol Guldur,3096521789.511708,,
Anaal Nathrakh,Passion,3060060472.270364,,
Darkthrone,Under a Funeral Moon,2982906605.5682116,,
Summoning,Lugburz,2938846750.756561,,
Summoning,Lug Burz,2938846750.756561,,
Venom,Welcome To Hell,2876145788.4507136,,
Windir,Arntor,2846606019.872539,,
Enslaved,Axioma Ethica Odini,2799017395.6147904,,
Marduk,Wormwood,2789449691.247553,,
Satyricon,Volcano,2786895448.173738,,
Belphegor,Bondage Goat Zombie,2758436623.043433,,
Cradle of Filth,Cruelty and the Beast,2746708340.1842837,,
Windir,Likferd,2744746846.8766637,,
Burzum,Umskiptar,2737609437.0393405,,
Drudkh,Autumn Aurora,2713713778.2927957,,
Marduk,World Funeral,2675560648.3158565,,
Enslaved,Isa,2650405973.2938604,,
Anaal Nathrakh,Desideratum,2635691053.5988646,,
Enslaved,Ruun,2624964347.4438963,,
Satyricon,Nemesis Divina,2607156438.4404674,,
Shining,V - Halmstad,2535355680.7480717,,
Shining,V . Halmstad,2535355680.7480717,,
Anaal Nathrakh,Eschaton,2512417172.322189,,
Immortal,Pure Holocaust,2472275199.975587,,
Mayhem,Grand Declaration of War,2465138133.572229,,
Darkthrone,A Blaze in the Northern Sky,2456751773.8717074,,
Mayhem,Deathcrush,2443709014.8470383,,
