Artist,Album,Weight,Tags,Published
Behemoth,Evangelion,872575076239.7899,"death metal, Blackened Death Metal, black metal, albums I own, 2009","19 Jul 2009, 16:29"
Death,Symbolic,674194933655.644,"death metal, progressive death metal, Technical Death Metal, albums I own, metal","25 Jan 2012, 21:55"
Gojira,The Way of All Flesh,609164137292.4131,"progressive death metal, Progressive metal, death metal, 2008, metal","25 Jul 2009, 20:17"
Gojira,From Mars to Sirius,597130769644.352,"whalecore, progressive death metal, Progressive metal, death metal, albums I own","17 Sep 2009, 15:03"
Behemoth,The Satanist,520600083252.38983,"2014, Blackened Death Metal, black metal, death metal, albums I own","07 Feb 2014, 05:51"
Death,The Sound of Perseverance,498744534853.4366,"death metal, progressive death metal, Technical Death Metal, Progressive metal, albums I own","19 Apr 2010, 14:07"
Dethklok,The Dethalbum,471751262886.032,"Melodic Death Metal, death metal, blacker than the blackest black times infinity, metal, Soundtrack","04 Mar 2009, 18:36"
Behemoth,Demigod,386858775371.1821,"death metal, Blackened Death Metal, albums I own, black metal, polish","30 Jul 2010, 15:42"
Nile,Annihilation of the Wicked,280946552231.12164,"death metal, Technical Death Metal, Brutal Death Metal, albums I own, 2005","29 Apr 2009, 02:24"
Death,Individual Thought Patterns,270948838422.3154,"death metal, Technical Death Metal, albums I own, progressive death metal, metal","14 Feb 2020, 21:23"
Behemoth,The Apostasy,263798435947.5992,"death metal, Blackened Death Metal, black metal, albums I own, 2007","19 Mar 2009, 09:35"
Death,Human,256865669429.7729,"death metal, Technical Death Metal, albums I own, progressive death metal, 1991","27 Apr 2010, 02:18"
Dethklok,Dethalbum II,247749957400.83585,"death metal, Melodic Death Metal, 2009, metal, Megadeth","26 Sep 2009, 15:46"
Bloodbath,Nightmares Made Flesh,227179471297.66983,"death metal, albums I own, Brutal Death Metal, Swedish Death Metal, swedish","11 Dec 2008, 18:52"
Aborted,Retrogore,225530124144.5385,"death metal, Brutal Death Metal, 2016, deathgrind, grindcore",
Nile,Those Whom the Gods Detest,218380908050.5071,"death metal, Technical Death Metal, 2009, Brutal Death Metal, albums I own","15 Sep 2011, 17:04"
Bloodbath,The Fathomless Mastery,216418654314.98947,"death metal, albums I own, Brutal Death Metal, 2008, swedish","11 Dec 2008, 18:53"
Death,Leprosy,204338666272.59372,"death metal, albums I own, old school death metal, 1988, metal","31 Mar 2010, 02:26"
Gojira,L'Enfant Sauvage,202747278426.76828,"2012, Progressive metal, progressive death metal, death metal, albums I own","07 May 2016, 13:09"
Bolt Thrower,Those Once Loyal,196074778656.00824,"death metal, 2005, albums I own, metal, favorite albums","08 Nov 2018, 10:25"
Death,Scream Bloody Gore,188242479354.07584,"death metal, old school death metal, albums I own, thrash metal, 1987","30 Jul 2008, 09:43"
Carcass,Heartwork,183162283994.36215,"Melodic Death Metal, death metal, albums I own, metal, 1993","26 Jan 2017, 07:38"
Gojira,Terra Incognita,178258809464.95648,"death metal, Progressive metal, progressive death metal, metal, 2001","19 Jun 2018, 00:21"
Death,Spiritual Healing,171592227944.80148,"death metal, albums I own, Technical Death Metal, 1990, metal","13 Mar 2009, 04:37"
Morbid Angel,Altars of Madness,169942417110.322,"death metal, 1989, albums I own, old school death metal, metal","20 Jan 2009, 22:31"
Bloodbath,Resurrection Through Carnage,151526021232.76825,"death metal, albums I own, Brutal Death Metal, old school death metal, 2002","11 Dec 2008, 18:51"
Nile,Ithyphallic,145387897490.86444,"death metal, Technical Death Metal, albums I own, Brutal Death Metal, 2007","29 Apr 2009, 02:38"
Gojira,The Link,137231519835.526,"progressive death metal, death metal, Progressive metal, 2003, metal",
Hypocrisy,A Taste of Extreme Divinity,128449551080.93674,"Melodic Death Metal, death metal, atmospheric death metal, swedish, 2009","19 Aug 2012, 09:47"
Nile,In Their Darkened Shrines,125723792998.314,"death metal, Technical Death Metal, Brutal Death Metal, albums I own, 2002","29 Apr 2009, 02:31"
