Artist,Album,Weight,Tags,Published
Caladan Brood,Echoes of Battle,115345694624.83905,"2013, epic black metal, black metal, atmospheric black metal, Symphonic Black Metal","26 May 2016, 16:18"
Alrakis,Echoes From η Carinae,106855613178.27483,"ambient, ambient black metal, atmospheric black metal, black metal, dark ambient",
Alrakis,Alpha Eri,71852743809.23447,"ambient, atmospheric black metal, Space Ambient, self mutilation services, albums I own",
Fen,The Malediction Fields,55640096265.7447,"atmospheric black metal, black metal, 2009, post-rock, blackgaze",
Gallowbraid,Ashen Eidolon,53254703818.392746,"atmospheric black metal, black metal, 2010, best of 2010, doom metal","26 May 2016, 15:59"
Saor,Aura,47520990336.28691,"folk metal, 2014, atmospheric black metal, best of 2014, black metal","26 Jun 2014, 18:29"
Midnight Odyssey,Funerals From The Astral Sphere,44944685149.55787,"2011, atmospheric black metal, black metal, epic, atmospheric","09 Jan 2017, 06:15"
Fen,Epoch,42530362805.46669,"atmospheric black metal, black metal, post-rock, 2011, blackgaze",
Dordeduh,Dar de duh,39577022131.61307,"2012, atmospheric black metal, best of 2012, progressive black metal, black metal","01 Oct 2012, 09:26"
Aquilus,Griseus,35108856547.84529,"atmospheric black metal, black metal, metal, 2011, Symphonic Black Metal",
Sun of the Blind,Skullreader,31565476364.645206,"atmospheric black metal, black metal, atmospheric, ambient black metal, metal",
Njiqahdda,Yrg Alms,31227788706.87469,,
Skagos,Ást,26559529795.105167,"atmospheric black metal, 2009, post-rock, Post-Metal, Cascadian Black Metal",
Saor,Roots,21384247378.209095,"folk metal, atmospheric black metal, celtic metal, black metal, folk",
Midnight Odyssey,Shards of Silver Fade,19879876334.225113,"best of 2015, 2015, black metal, metal, ambient",
Wędrujący Wiatr,"Tam, gdzie Miesiąc opłakuje Świt",18717265240.46281,"atmospheric black metal, best of 2013, Folk Black Metal, black metal, atmospheric",
Eldamar,The Force Of The Ancient Land,17020663817.172926,"black metal, atmospheric black metal, folk, ambient, epic",
Lustre,Wonder,15944532578.064875,"black metal, ambient black metal, best of 2013, atmospheric, dark ambient",
Midnight Odyssey,Firmament,15368805337.894424,"2009, best of 2009, demo, atmospheric black metal",
Elderwind,Волшебство живой природы,14509692288.757397,"atmospheric black metal, best of 2012, ambient black metal, black metal, 2012",
Lustre,Lost in Lustrous Night Skies,14126893045.202728,"black metal, atmospheric black metal, best of 2013, dark ambient, 2013",
Lustre,Welcome Winter,13504920306.01211,"atmospheric black metal, black metal, 2009, Awesome, ep",
Lustre,Serenity,13256836242.37805,,
Mare Cognitum,Phobos Monolith,12043799524.88321,"best of 2014, melodic black metal, 2014, atmospheric black metal, space black metal",
Saor,Guardians,11300113484.605751,"2016, folk metal, atmospheric black metal, epic black metal, Folk Black Metal",
Lustre,Night Spirit,10833470900.20572,"ambient black metal, black metal, atmospheric black metal, depressive black metal, swedish",
Mesarthim,Isolate,10548745334.812876,"atmospheric black metal, ambient black metal, best of 2015, Symphonic Black Metal, 2015",
Progenie Terrestre Pura,U.M.A.,10430922532.46403,"2013, atmospheric black metal, psybient, best of 2013, black metal",
Fen,Carrion Skies,10214640450.974215,"progressive black metal, Post-Black Metal, 2014, atmospheric black metal, best of 2014",
Midnight Odyssey,The Forest Mourners,10128313278.838509,"atmospheric black metal, black metal, 2008, dark ambient, demo",
Ellende,Todbringer,10037866072.974644,"atmospheric black metal, best albums 2016",
Alrakis,Omega Cen,9984038910.64588,"atmospheric black metal, ambient black metal, cosmic black metal",
Fen,Winter,9515327213.862986,"2017, atmospheric black metal, black metal, post black metal, best albums of the 2010's",
Skagos,Anarchic,8974883791.830416,"2013, atmospheric black metal, best of 2013, Cascadian Black Metal","23 May 2016, 05:20"
Mare Cognitum,Luminiferous Aether,8805573649.047354,"2016, atmospheric black metal, best albums 2016",
Lustre,The First Snow,8487293635.710867,"black metal, ambient, dark ambient, ambient black metal, atmospheric black metal",
Hope Drone,Cloak of Ash,8436710799.213937,2015,
Skogen,Svitjod,8189608629.982808,"atmospheric black metal, best of 2011, black metal, swedish black metal, Nordvis",
Elffor,Frostbitten Pain,7903334476.539191,"atmospheric black metal, best of 2010, black metal",
Lustre,Neath the Black Veil,7863073686.570146,,
Lustre,They Awoke To The Scent Of Spring,7827724651.327435,"atmospheric black metal, black metal, ambient, ambient black metal, astral black metal",
Lustre,They Awoke the Scent of Winter,7812665977.598315,,
Wędrujący Wiatr,"O Turniach, Jeziorach I Nocnych Szlakach",7693559288.9936,"atmospheric black metal, best of 2016",
Emyn Muil,Túrin Turambar Dagnir Glaurunga,7653748317.357744,"black metal, Symphonic Black Metal, atmospheric black metal, epic black metal, italian black metal",
The Great Old Ones,Tekeli-li,7451782351.740842,"2014, best of 2014, Post-Black Metal, atmospheric black metal, Post-Metal",
Elffor,From the Throne of Hate,7264735995.774256,"favorite albums, atmospheric black metal, epic atmospheric bm",
Alda,Passage,7075844596.878402,,
Sojourner,The Shadowed Road,6636811680.947769,"folk metal, atmospheric black metal, 2018, Melodic Death Metal, black metal","11 Mar 2018, 16:42"
Elffor,Unblessed Woods,6374389432.723982,"ambient, medieval, dark ambient, atmospheric black metal, best of 2006",
The Great Old Ones,Cosmicism,5962247371.9715805,2019,
Skogen,Vittra,5934529024.359221,"best of 2009, black metal, atmospheric black metal, Frostscald Records",
Emyn Muil,Elenion Ancalima,5905820450.947651,"black metal, Symphonic Black Metal, atmospheric black metal, epic black metal, italian black metal","24 Aug 2017, 19:37"
Mare Cognitum,An Extraconscious Lucidity,5786953503.090692,"black metal, atmospheric black metal, best of 2012, melodic black metal, Post-Black",
Arx Atrata,Oblivion,5502747860.037121,"atmospheric black metal, 2013, best of 2013",
The Great Old Ones,Al Azif,5474311756.041439,"Post-Black Metal, best of 2012, 2012, atmospheric black metal, Post-Metal",
Eldamar,A Dark Forgotten Past,5331520168.273444,"black metal, ambient, norwegian, ambient black metal, Norwegian Black Metal",
Mesarthim,.- -... ... . -. -.-. .,5254300800.974926,"atmospheric black metal, cosmic, depressive black metal, space metal, black metal",
Enisum,Arpitanian Lands,5171988330.40633,"atmospheric black metal, pagan black metal, 2015",
Saor,Forgotten Paths,5166989759.736056,"folk metal, 2019, black metal, Scottish, Awesome",
Almyrkvi,Umbra,5029917663.801198,"atmospheric black metal, industrial black metal, black metal, metal, doom metal","05 Jan 2018, 12:13"
Lustre,Still Innocence,4931968592.190215,,
Alda,Alda,4540903751.990004,"atmospheric black metal, forest black metal, black metal, Singularity Publishing, Favorite BM",
Mesarthim,The Density Parameter,4480468692.306023,"black metal, ambient, atmospheric, australia, ambient black metal",
Midnight Odyssey,Silhouettes Of Stars,4345714285.714286,,
Fear of Eternity,Spirit of Sorrow,4282368364.8088803,"black metal, Symphonic Black Metal, atmospheric black metal, ambient black metal, atmospheric",
Elffor,Son of the Shade,4044121000.000001,,
Elffor,Son of the Shades,3898844601.398997,"black metal, dark ambient, medieval black metal, ambient, darkwave",
Elderwind,The Colder the Night,3837780922.120991,,
Liveride,Сквозь Сибирь,3801142164.532044,"atmospheric black metal, dark ambient, ambient black metal, Russian Black Metal, black metal",
Saor,Aura (Remastered),3744904481.1320753,,
Addaura,Addaura,3695693356.537861,,
Mare Cognitum,Wanderers: Astrology of The Nine,3644680050.445925,,"30 Apr 2020, 13:37"
Sojourner,Empires Of Ash,3408877241.37931,"2016, atmospheric black metal, black metal, folk metal, epic black metal",
Fyrnask,Bluostar,3398740247.7248225,"2011, black metal, atmospheric black metal, ambient, Ritual",
Fen,The Dead Light,3385948035.173926,2019,
Appalachian Winter,I Become The Frozen Land,3358113580.8011847,"fully streamable albums, atmospheric black metal",
Lustre,Phantom,3332423008.734939,,
Njiqahdda,Nji. Njiijn. Njiiijn.,3077144820.4628134,"black metal, ambient black metal, atmospheric black metal","28 Feb 2009, 00:28"
Ashbringer,Yūgen,3018998172.943737,"atmospheric black metal, black metal, metal, chill, rock",
Skogen,Eld,2980309406.25,"best of 2012, atmospheric black metal",
Elffor,Heriotz Sustraiak,2978977688.0689774,"black metal, atmospheric black metal, best of 2012, Symphonic Black Metal",
Elderwind,Волшебство живой природы (The Magic of Nature),2957550081.0810814,,
Sorrow Plagues,Sorrow Plagues,2931251912.042697,2016,
The Great Old Ones,EOD : A Tale Of Dark Legacy,2901614531.502602,2017,
Fear of Eternity,Toward the Castle,2883681408.145091,"Symphonic Black Metal, atmospheric black metal, doom metal, Doom, ambient black metal",
Emyn Muil,Afar Angathfark,2853570966.0237527,,
Shylmagoghnar,Emergence,2822114303.018711,"2014, best of 2014, doom metal, Melodic Death Metal, dutch","21 Jan 2014, 17:09"
Mare Cognitum,The Sea Which Has Become Known,2733741741.572721,"2011, atmospheric black metal, black metal, melodic black metal, ambient black metal",
Skyforest,Aftermath,2703658803.157894,"best of 2014, atmospheric black metal, melancholic black metal, melancholic blackened metal, Mighty albums",
Sorrow Plagues,Homecoming,2696988794.6429453,"atmospheric black metal, black metal, Post-Black Metal, blackgaze, 2017",
Mesarthim,The Great Filter / Type III,2673407165.601966,,
Oak Pantheon,From a Whisper,2621105827.4455504,"folk metal, black metal, metal, atmospheric, atmospheric black metal",
Ashbringer,Vacant,2606838164.1885204,"black metal, atmospheric black metal, Minnesota, solo, atmospheric",
Vukari,Aevum,2603351043.6331415,2019,
The Great Old Ones,EOD: A Tale Of Dark Legacy,2556978134.8458905,"black metal, atmospheric black metal, Post-Black Metal, atmospheric sludge metal","21 Jan 2017, 22:18"
Addaura,Demo 2010,2467562748.284775,atmospheric black metal,
Emyn Muil,Túrin Turambar Dagnir Glaurunga,2446091551.8749995,,
Fear of Eternity,Toward The Castle (2005),2435403000,,
Mesarthim,Ghost Condensate,2383186514.285714,,
Midnight Odyssey,Funerals From The Astral Sphere (CD1),2376806804.111245,"ambient, atmospheric, ambient black metal, atmospheric black metal",
