Artist,Album,Weight,Tags,Published
Agalloch,Ashes Against the Grain,952068036790.0724,"doom metal, folk metal, Progressive metal, Atmospheric metal, albums I own","17 Aug 2008, 19:27"
Katatonia,The Great Cold Distance,947785597398.6653,"doom metal, Progressive metal, albums I own, depressive rock, 2006","16 Aug 2010, 18:39"
Agalloch,The Mantle,935539926434.6733,"folk metal, doom metal, black metal, albums I own, 2002","16 Jun 2015, 22:11"
Katatonia,Night is the New Day,726554498949.9894,"Progressive metal, doom metal, 2009, albums I own, alternative metal","13 Sep 2009, 09:02"
Electric Wizard,Dopethrone,462987422371.0939,"doom metal, stoner metal, stoner doom, 2000, Doom","03 Feb 2019, 18:12"
Katatonia,Viva Emptiness,427885421014.7504,"doom metal, albums I own, Progressive metal, 2003, metal","30 Sep 2009, 12:45"
Katatonia,Last Fair Deal Gone Down,400077735011.37335,"doom metal, albums I own, depressive rock, 2001, Gothic Metal","24 Aug 2010, 09:07"
Agalloch,Pale Folklore,373787029538.6324,"folk metal, doom metal, black metal, 1999, albums I own","27 Jan 2010, 14:04"
Anathema,Alternative 4,329574266267.6098,"doom metal, albums I own, Progressive rock, Progressive metal, favourite albums","19 Aug 2008, 15:30"
Sleep,Dopesmoker,309112166234.102,"doom metal, stoner metal, Stoner Rock, stoner doom, 2003","19 Jul 2014, 05:57"
Anathema,Judgement,279642173688.68994,"Progressive rock, albums I own, doom metal, favourite albums, melancholic","24 Aug 2010, 08:44"
Katatonia,Brave Murder Day,271130101525.7059,"doom metal, Death Doom Metal, 1996, death metal, albums I own","02 Feb 2009, 09:55"
Swallow the Sun,New Moon,268092850161.06534,"doom metal, Death Doom Metal, Melodic Death Metal, death metal, progressive death metal","05 Oct 2012, 08:01"
Katatonia,Dead End Kings,266013444953.61615,"2012, Progressive metal, doom metal, best of 2012, depressive rock","23 Aug 2012, 07:58"
Katatonia,Discouraged Ones,254271531747.28116,"doom metal, depressive rock, 1998, Gothic Metal, melancholic","02 Feb 2009, 10:02"
Electric Wizard,Witchcult Today,247726394579.73996,"doom metal, stoner metal, 2007, stoner doom, Stoner Rock","07 Jan 2013, 08:06"
Swallow the Sun,Hope,223451870838.92178,"doom metal, Death Doom Metal, finnish, albums I own, metal","06 Jun 2016, 06:10"
Katatonia,Tonight's Decision,221209430715.35416,"doom metal, albums I own, depressive rock, Gothic Metal, Dark metal","24 Aug 2010, 09:07"
Draconian,Arcane Rain Fell,219246788525.81668,"doom metal, Gothic Doom Metal, Gothic Metal, albums I own, 2005","01 Dec 2008, 15:50"
Draconian,Turning Season Within,210942948757.25952,"doom metal, Gothic Metal, Gothic Doom Metal, albums I own, 2008","01 Dec 2008, 15:55"
Saturnus,Veronika Decides to Die,207810243910.20697,"doom metal, Death Doom Metal, death doom, Doom, melancholic","07 Nov 2013, 10:17"
Swallow the Sun,Ghosts of Loss,191859618138.0238,"doom metal, Death Doom Metal, finnish, albums I own, metal","06 Jun 2016, 05:55"
Swallow the Sun,Emerald Forest and the Blackbird,187233251501.70862,"doom metal, Death Doom Metal, 2012, finnish, melodic doom metal","06 Jun 2016, 07:32"
Anathema,A Natural Disaster,185295149613.84564,"Progressive rock, albums I own, alternative rock, Progressive metal, doom metal","24 Aug 2010, 08:40"
My Dying Bride,A Line of Deathless Kings,182061242538.25845,"doom metal, albums I own, Gothic Metal, melancholic, favourite albums","22 Sep 2013, 19:10"
Swallow the Sun,The Morning Never Came,178462250609.41266,"doom metal, Death Doom Metal, albums I own, Doom, death metal","17 Dec 2009, 19:50"
Sleep,Sleep's Holy Mountain,173677185502.07437,"stoner metal, doom metal, Stoner Rock, albums I own, stoner doom","30 Oct 2014, 12:01"
Draconian,A Rose for the Apocalypse,164774395625.6145,"Gothic Doom Metal, doom metal, gothic doom, albums I own, favorite albums","23 Dec 2017, 09:23"
Katatonia,Dance Of December Souls,164640559541.99362,"doom metal, Death Doom Metal, albums I own, Black Doom Metal, death metal","24 Aug 2010, 09:05"
My Dying Bride,The Angel and the Dark River,150253772738.75107,"doom metal, albums I own, Gothic Metal, melancholic, 1995","31 Jul 2008, 22:19"
Electric Wizard,Black Masses,149733725161.40225,"doom metal, 2010, stoner metal, albums I own, Stoner Rock",
Draconian,Where Lovers Mourn,144709534539.01755,"doom metal, Gothic Doom Metal, Gothic Metal, Female fronted metal, favourite albums","01 Dec 2008, 16:00"
My Dying Bride,The Dreadful Hours,139827480391.8558,"doom metal, albums I own, Gothic Metal, favourite albums, Death Doom Metal",
Agalloch,Marrow of the Spirit,125726885709.44861,"2010, black metal, atmospheric black metal, folk metal, homoerotic wet dream nostalgia metal","22 Dec 2010, 10:06"
