Artist,Album,Weight,Tags,Published
Ved Buens Ende,Written In Waters,8045284888.067699,"black metal, Progressive metal, Post-Black Metal, Avant-garde Metal, 1995","10 Dec 2020, 21:35"
Abbey ov Thelema,A Fragment ov the Great Work,329224920.8476027,,
Abbey ov Thelema,Liber DCLXVI,222097908.01047692,,
Hanormale,天照大御神,124125833.33333333,,
WRECHE,Wreche,103962642.09187278,,
Ved Buens Ende,Rehearsal 2006,103575633.1111111,,
Ved Buens Ende,Written In Waters (Re-release 2003),99957043.63636361,,
Ebonillumini,2015 - Ebonillumini - Arktos (Final Master - Listening 320MP3),88752000.00000001,,
En Fandens Ridder,Forest of Thy Light,87949136.36363636,,
Ankou Awaits,Wyllt,77902554.41176471,,
The Lucifer Rebellion,Fenrir,74418750,,
Ved Buens Ende,Those Who Caress The Pale (Reissue 2008),73739815.38461539,,
Ourobiguous,Silencing The Meek,71065012.99790357,,
Hanormale,Amaterasu Omikami,66479595.454545446,2015,
Ved Buens Ende,02 Those Who Caress The Pale,62403750,,
Ved Buens Ende,Live 10.03.1995,57288600,,
Ved Buens Ende,…Coiled in Obscurity,43891875,,
Traumat,Jätkän Rälssiä,40089716.66666667,,
Ved Buens Ende,Written In Waters (Re-release,39938400.00000001,,
lautreamont,Silence Of The Deceased,37126455.44554455,,
Ved Buens Ende,Coiled In Obscurity (Bootleg),35794285.71428572,,
Ad Christi Gloriam,Ad Christi Gloriam,35258975.1953125,,
Ourobiguous,An Oath to Forever Defile,34110532.71028037,,
Archaean Harmony,Nihility Mundane Soul,31577832.838983048,,
Guillen,Into the Void,30169735.465116274,,
~LAIR~,Welcome to the Void,28128187.61384335,,
Stagnant Waters,Self-Titled,27075000,,
Ved Buens Ende,...Coiled In Obscurity [Bootleg],25391020.408163264,,
Ved Buens Ende,Those Who Caress The Pale (Ep),25191028.877005346,,
En Fandens Ridder,Live at Torture Squad,23763000.000000004,,
Sunrise Black,Omnia pro Patria,22235647.05882353,,
Hanormale,Reborn In Butterfly,21401363.372093026,2019,
Le Chant Noir,Ars Arcanvm Vodvm,20739251.450037565,,
The Lucifer Rebellion,Punishment Divine,19845931.03448276,,
Erasmo Solar,Journey Through The Elemental Forest,18282240,,
Guillen,Eclipse,17671999.999999996,,
Traumat,Toinen näytös,17079482.666666664,,
"Misanthropy, ElfenBlut, Heroin",Presumed Guilty,16740872.727272727,,
Saturnian Current,Promo Demo '12,16256250,,
Saturnian Current,Demo,15838102.564102562,,
Dubh Òraid,Bàs Agus Eile Toileachasan,15625000,,
Ved Buens Ende,Those Who Caress The Pale [Demo],15260553.797468355,,
Ved Buens Ende,Written In Waters (2002 re-issue),14910750,,
Nahr Alhumam,Transmogrification,14884000,,
Éohum,"Revelations, Aurora Of An Epoch",14690370.967741933,,
Ebonillumini,Estuarine / Grand Religious Finale,14283000,,
Ourobiguous,Projecting Oneself Into A New Sky,14160999.999999996,,
Top Hats and Effigies,Rigamarole,13874922.222222222,,
Ved Buens Ende,Who Cares The Pale (demo),13468049.999999998,,
Ourobiguous,Awakening,13241207.54716981,,
Droom Alone,Brooding Skadu,12908189.18918919,,
The Lucifer Rebellion,Succubus,12737278.164179102,,
Ved Buens Ende,Coiled into Obscurity,12441600,,
Ved Buens Ende,Written in Waters {Remastered Version},11928600,,
Jaar of Nezborlan,Warped Travel,11750444.444444444,,
Ved Buens Ende,Written In Waters (Remastered),10546875.000000002,,
Ourobiguous,Beholding The Tenth Dragon,10545415.384615384,,
Ourobiguous,Dreaming,9999669.642857144,,
Ved Buens Ende,Those Who Caress The Pale (Demo) [1997 CD re-issue],9617751.562500002,,
Ved Buens Ende,... coiled in Obscurity,9240075,,
Ирод,Морок,9170684.210526315,"black metal, Avant-Garde Black Metal, Russian Black Metal",
Ourobiguous,Decipher Divinity,9112500.000000002,,
deemtee,Flawed Synchronization With Reality,9020842.105263159,,
Al Na'ir,Demo [August 2006],8910750,,
Párodos,Catharsis,8874917.19361638,,
Ebonillumini,The Ebon Channel (Promo Pack),8427000,,
Traumat,Elävänä Koomassa,8214000,,
Swallowed Whole,Megalomania,7787772.435897436,,
Ved Buens Ende,Those who Caress the Pale (Demo),7513345.588235294,,
Ved Buens Ende,Written In Waters (reissue),7458282.692307692,,
Abbey ov Thelema,Prelude to Apocalypse,7310100,,
Châtiment divin,The Wages of Sin,6533333.333333334,Avant-Garde Black Metal,
The Lucifer Rebellion,The Serpent,6378857.142857143,,
The Lucifer Rebellion,The Fallen Angel,6226666.666666667,,
Traumat,Rakkaus kaiki voitaa ep,5766000,,
Dubh Òraid,Come To Pass,5547000.000000001,,
Ved Buens Ende,Written In The Waters,5467500,,
Brown escape,hot the brown ...hot!,5418750,,
Derhead,Irrational I,5029687.5,,
Animus Meminisse Horret,Animus Meminisse Horret,4666856.25,,
Ankou Awaits,Sobrwydd a Disgyblaeth,4593170.486656202,,
Derhead,Via,4496208.333333333,,
Ankou Awaits,Crog Buidhe,4313600,,
Ved Buens Ende,Those Who Caress The Pale (256),4233600,,
Ved Buens Ende,...Coiled In Obscurity (Bootleg),4083750,,
Ved Buens Ende,Written In Water,3999085.714285715,,
Ankou Awaits,Oberour Ar Maro,3743353.7860082304,,
Ved Buens Ende,Ved Buens Ende... - Those Who Caress The Pale,3629025.0000000005,,
Jaar of Nezborlan,Orcazoid Invasion (Disk I),3593823.1292517013,"electronic, death metal, United Kingdom, Avant-Garde Black Metal",
Ved Buens Ende,Those Who Caress The Pale [Reissue 2008],3442837.5,,
