Artist,Album,Weight,Tags,Published
Benighted,Obsecene Repressed,97420290164.63412,,
Abominable Putridity,The Anomalies of Artificial Origin,44311107731.836174,"Brutal Death Metal, death metal, Slamming Brutal Death Metal, 2012, grindcore","09 Sep 2017, 08:10"
Devourment,Butcher the Weak,43343779069.45211,"Brutal Death Metal, death metal, Slamming Brutal Death Metal, slam death metal, 2005",
Abominable Putridity,In the End of Human Existence,38554072507.36998,"Brutal Death Metal, 2007, Slamming Brutal Death Metal, just for fun, slam death metal","09 Sep 2017, 08:11"
Devourment,Unleash the Carnivore,32210216993.306126,"Brutal Death Metal, death metal, Slamming Brutal Death Metal, grindcore, goregrind",
Benighted,Asylum Cave,31822298781.122227,"Brutal Death Metal, death metal, deathgrind, grindcore, Technical Death Metal",
Cerebral Bore,Maniacal Miscreation,30065682375.04872,"Brutal Death Metal, death metal, grindcore, 2011, Slamming Brutal Death Metal","24 Oct 2012, 10:42"
Defeated Sanity,Chapters Of Repugnance,23554046164.15435,"death metal, Brutal Death Metal, metal, 2010, Technical Death Metal",
Devourment,Molesting the Decapitated,23451074942.125866,"Brutal Death Metal, death metal, 1999, Slamming Brutal Death Metal, albums I own",
Disfiguring the Goddess,Disfiguring The Goddess,22586283066.141243,"deathcore, Brutal Death Metal, metal, death metal, Slamming Brutal Death Metal",
Hour of Penance,Paradogma,21030475317.468494,"death metal, Brutal Death Metal, Technical Death Metal, Masterpiece, Technical Brutal Death Metal","07 Apr 2010, 13:02"
Ingested,Surpassing the Boundaries of Human Suffering,20672226304.62978,"Brutal Death Metal, death metal, brutal deathcore, favorite albums, Gore",
Benighted,Identisick,20090715146.87554,"Brutal Death Metal, grindcore, death metal, 2006, Progressive metal",
Devourment,1.3.8.,18402827454.469074,"Brutal Death Metal, albums I own, death metal, hot, 2000","25 Mar 2017, 11:36"
Benighted,Necrobreed,18204239049.9616,"deathgrind, grindcore, Brutal Death Metal, death metal, Technical Death Metal",
Defeated Sanity,Passages Into Deformity,18181860425.783062,"2013, Brutal Death Metal, death metal, best of 2013, Technical Death Metal",
Endor,Pump It Up,17977515335.756042,,
Cephalotripsy,Uterovaginal Insertion of Extirpated Anomalies,17858361604.29992,"Girls dont feel good on album covers, Brutal Death Metal, pizdec bodro, albums I own, 2007",
