Artist,Album,Weight,Tags,Published
Back Alley Pep Rally,Back Alley Pep Rally,27155030995870.082,,
Slipknot,All Hope Is Gone,1623609229532.6997,"metal, alternative metal, Nu Metal, heavy metal, albums I own","30 Sep 2008, 14:00"
Deftones,Around the Fur,796707358622.8259,"albums I own, alternative metal, Nu Metal, metal, 1997","22 Sep 2008, 03:57"
Slipknot,Vol. 3: (The Subliminal Verses),665614680070.0701,"albums I own, Nu Metal, metal, alternative metal, Slipknot","17 Sep 2009, 17:51"
Slipknot,Iowa,623071539826.5372,"Nu Metal, albums I own, metal, alternative metal, heavy metal","23 Jul 2012, 14:26"
Slipknot,Slipknot,562311594596.1359,"albums I own, Nu Metal, metal, alternative metal, 1999","05 Oct 2011, 06:02"
Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,407228646405.1862,"albums I own, Nu Metal, rapcore, rock, 2000","13 Aug 2010, 13:32"
Deftones,Diamond Eyes (Leaked Dub),359214110364.01526,"Nu Metal, metal, alternative rock, Progressive rock, Progressive",
Korn,See You on the Other Side,346376003987.3643,"Nu Metal, albums I own, alternative metal, Korn, Nu-metal",
Korn,Follow the Leader,338960013918.5314,"Nu Metal, albums I own, 1998, alternative metal, metal","09 Sep 2020, 13:33"
Deftones,White Pony,325300703363.02106,"albums I own, alternative metal, Nu Metal, metal, favourite albums","09 Dec 2012, 03:38"
Limp Bizkit,Gold Cobra,320916536655.03094,"rapcore, Nu Metal, 2011, alternative, limp bizkit","12 Jul 2011, 01:00"
Deftones,Saturday Night Wrist,286389462461.99554,"albums I own, alternative metal, metal, alternative, Nu Metal","28 Jul 2013, 00:30"
Korn,Korn,267184783870.17947,"Nu Metal, 1994, alternative metal, albums I own, funk metal","06 Jan 2009, 12:10"
P.O.D.,Satellite,267141428630.1355,"Nu Metal, rapcore, rock, metal, albums I own",
Korn,Untouchables,265869071001.62286,"Nu Metal, alternative metal, albums I own, 2002, metal",
