Artist,Album,Weight,Tags,Published
Nebeldunkel,Svirnath & Conte Slayvimor & Nebeldunkel (Split),474836169,,
Quintessenz,Back To The Kult Of The Tyrants,296245218.4736842,,
DruX,Forever Switched,205665517.24137932,,
Quintessenz,To The Gallows,177074856.00000003,,
Celtic Frost & Bathory,Split CD,115265242.29452056,,
Satanic Wifebeater,Black Metal Cult,96461668.8,,
Anal Spice,I am with those you hate!,90037500,,
Fallenlight,Demo,65219592.59259258,,
Conte Slayvimor,Il Freddo Respiro della Morte,59643000,,
Quintessenz,Über Metal,58315488,,
Conte Slayvimor,Nel Cuore Dell' Inferno,51483000,,
Quintessenz,Back to the Cult of the Tyrants,48276136.36363637,,
Swedish Death Metal Demos,Swedish Death Metal Demos CD1,47386233.50253808,,
Swedish Death Metal Demos,Swedish Death Metal Demos CD3,43271597.315436244,,
Conte Slayvimor,Svirnath; Conte Slayvimor; Nebeldunkel,41067000,,
DruX,Drux s/t LP,38533333.33333333,,
Nekromantie,Resurrecion Maldita,33394503.529411763,,
Черная Вдова,Арийские Военные Гимны,31221677.41935484,,
Hate Angel,Chosen Ones,29069779.200000003,2019,
Swedish Death Metal Demos,Swedish Death Metal Demos CD2,25497345.132743362,,
Darkness of hell,Under the Flag of Hate,24745587.635555554,,
Yellowgoat,The Yellowgoat Sessions,23782615.38461538,old school black metal,
DruX,Lunarstorm,20041588.23529412,,
Bestias,Na Krilima Osvete (demo) 2014,19266666.666666664,,
Mortvary Kvlt,The Throne of Blasphemy... Is Arrived!!!,17280666.666666668,,
Morbid Flames,The Old Skull Returns,17173500,,
Yellowgoat,Yellowgoat Sessions by Joel Grind,16875000,,
Conte Slayvimor,Dualità tra Distruzione e Desiderio,14884000,,
Nekromantie,Nekromantie,14334595.02222222,,
Yellowgoat,Yellowgoat,11664000,,
Cenere,Anima,11097600,,
Fallenlight,Last Man Standing,9867111.11111111,,
666 (CZE),Nekrofilie [Demo],9600000,,
DruX,Self-Titled,7500000,,
Quintessenz,Okkult Metal Spell,6657354.347826086,,
Cenere,Dove Non C'è,6522007.499999999,,
Conte Slayvimor,Nel Cuore Dell'Inferno,5770289.795918367,,
Cadaverise,Black Metal Journey,5159722.222222222,,
666 (CZE),Nekrofilie,4609090.909090909,,
DruX,Passport,4415042.5531914905,,
Nekromantie,Demo 1987,4305280.000000001,,
Celtic Frost & Bathory,Live Weinheim 1-6-85 + Demo 83-84,3906461.5384615385,,
Bestias,Paklena Snaga,3901500,,
Hastio,Hastio,3847714.2857142854,,
Necrophag,Demolition,3675000,,
Quintessenz,Back to the Cult of the Tyrant,3601500,,
DruX,shooter,3468000,,
Disastrum,Dark Side Of God,3431888.28125,,
DruX,Demo,3313500,,
Nekromantie,Resurrecion Maldita (Compilation),3229440,,
Mortvary Kvlt,The Throne Of Blasphemy... Is Arrived,3037500,,
Conte Slayvimor,Svirnath & Conte Slayvimor & Nebeldunkel (Split),2940000,,
DruX,Miami,2809000,,
Death Mind,Iron & Steel,2648205.333333333,2020,
Cadaverise,Code Of Immorality,2542075.78125,,
Nekromantie,Resurreccion Maldita,2430370.9090909087,,
Koza Dereza,ČORNYJ ŠĽACH,2401000,,
mythology (us),Tepes,2268750,,
DruX,Drux,2208999.9999999995,,
Quintessenz,(2013)Back to the Kult of Tyrants,2053500,,
Ossario,Ossario,1848437.5,2020,
DruX,magic city,1834909.0909090908,,
Yellowgoat,(2013) The Yellowgoat Sessions,1728000,,
DruX,Moviestar,1697357.1428571427,,
Nekromantie,Nekromantie (demo),1626240,,
Bestias,Bestias,1553952.3333333335,,
Conte Slayvimor,Svirnath / Conte Slayvimor / Nebeldunkel,1548799.9999999998,,
Celtic Frost & Bathory,Live Weinheim 1-6-85 / Demos 83-84,1536000,,
Cenere,Apotelesma,1498607.4074074072,,
Nekromantie,Resurrecciуn Maldita,1413818.1818181819,,
Cadaverise,Only Demo is Real,1356908,,
Conte Slayvimor,Nel Cuore Dell' Inferno (Demo),1323000,,
Quintessenz,"Flute Ensemble Arrangements - Debussy, C. / Bizet, G. / Saint-Saens, C. / Ravel, M. / Couperin, F. / Ganne, L.",1278523.9079102718,,
Cenere,Noise,1259194.7916666667,,
Черная Вдова,Новокубанск-Live,1200000,,
Bestias,Na Krilima Osvete,1158857.142857143,,
Nebeldunkel,Svirnath; Conte Slayvimor; Nebeldunkel,1157760,,
DruX,got it freestyle,1083000,,
Bestias,Music,1083000,,
Nekromantie,Resurrección Maldita (Compilation),1045333.3333333335,,
DruX,Gluck Auf,993197.5,,
Черная Вдова,черная вдова,972000,,
Conte Slayvimor,Svirnath/Conte Slayvimor/Nebeldunkel,972000,,
Anal Spice,Phallusifer,972000,,
DruX,The Last Of Us,949363.6363636362,,
Koza Dereza,Tut Tobi J Smerť,932879.9999999999,,
Nekromantie,1987 - Nekromantie (Demo),929280,,
Cenere,l'inferno o l'anima,903600,,
Bestias,Na Krilima Osvete demo,864000,,
Nekromantie,Holocausto de Guerra,846720,,
Bestias,Tupperware Demo Party 2013,833333.3333333334,,
Cenere,Born In Miami,830202.3529411765,,
Pain Elemental,Feeding the well of lies,768000,,
DruX,Vinterstilla,720300.0000000001,,
Marozia,Os Caminhos Que Ela Dita,720300.0000000001,,
Nekromantie,Resurreción Maldita,717653.3333333334,,
DruX,wym?,696200,,
Koza Dereza,"Čerez polumja, čerez dym, ne možna ptacham letity",676000,,
Uncreation's Dawn,Night Of The Damnation,675012.6984126986,old school black metal,
Черная Вдова,Demo,675000.0000000001,,
