Artist,Album,Weight,Tags,Published
Vermillion-D Alice Syndrome,鴉／IX,830138437500,,
Vermillion-D Alice Syndrome,Karasu / IX [Remastered],126656581500,,
Carach Angren,Where the Corpses Sink Forever,79116529350.80101,"Symphonic Black Metal, 2012, black metal, melodic black metal, Theatrical Black Metal","11 Aug 2013, 13:29"
Carach Angren,Death Came Through A Phantom Ship,56195366614.644264,"Symphonic Black Metal, black metal, 2010, melodic black metal, metal","11 Aug 2013, 13:27"
Carach Angren,Lammendam,43435587687.633804,"Symphonic Black Metal, black metal, Theatrical Black Metal, melodic black metal, 2008","11 Aug 2013, 13:23"
Anorexia Nervosa,New Obscurantis Order,32787504413.94109,"Symphonic Black Metal, black metal, melodic black metal, french, albums I own",
Darzamat,Transkarpatia,29058687963.926445,"Symphonic Black Metal, black metal, Gothic Metal, Dark metal, albums I own",
Anorexia Nervosa,Drudenhaus,26591448429.40709,"Symphonic Black Metal, black metal, 2000, albums I own, french metal","14 Feb 2011, 22:34"
Vermillion-D Alice Syndrome,狡猾なる混沌の仔と至極たる黎明に捧ぐ葬斂の劇詩,24735266834.170853,,
Anorexia Nervosa,Redemption process,21417185432.898174,"black metal, Symphonic Black Metal, french, 2004, melodic black metal",
Carach Angren,This Is No Fairytale,20588590881.9713,"Symphonic Black Metal, 2015, black metal, dutch, best of 2015",
Darzamat,SemiDevilish,16559225445.898243,"Symphonic Black Metal, albums I own, 2004, polish, Dark metal",
Darzamat,Solfernus' Path,15661524803.14829,"Symphonic Black Metal, Gothic Metal, black metal, favourite albums, heavy metal",
Imperial Circus Dead Decadence,腐蝕ルサンチマン、不死欲の猿楽座。,15084037500.631577,,
Chaquen,Un Lugar Para Morir,14623805692.000002,,
Imperial Circus Dead Decadence,黄泉より聴こゆ、皇国の燈と焔の少女。,14081268605.44069,,
Imperial Circus Dead Decadence,狂おしく咲いた凄惨な骸は奏で、愛おしく裂いた少女は聖餐の詞を謳う。,12131205511.054596,"symphonic metal, metal, japanese, Melodic Death Metal, japan","12 Jul 2013, 21:31"
Tvangeste,FireStorm,11210207217.369728,"Symphonic Black Metal, black metal, metal, Female fronted metal, favorite albums",
Chaquen,Sacrum Mortualia,10984989379.000002,,
Chaquen,El llanto de las piedras,10798431333.333334,,
Tvangeste,Damnation Of Regiomontum,10783728803.535553,"Symphonic Black Metal, black metal, Female fronted metal, russian, female vocals",
Chaquen,ELEMENTAL,9033616500,,
Darzamat,In the Flames of Black Art,8864993469.611494,"Symphonic Black Metal, Gothic Metal, black metal, albums I own, Gothic",
Bishop Of Hexen,The Nightmarish Compositions,7814386490.935801,"Symphonic Black Metal, black metal, Masterpiece, favorite albums, 2006",
Imperial Circus Dead Decadence,狂おしく咲いた凄惨な骸は奏で、愛おしく咲いた少女は聖餐の詞を謳う。,7756992000,,
Carach Angren,Dance and Laugh Amongst the Rotten,7549088988.350412,"Symphonic Black Metal, 2017, black metal, best albums of the 2010's","16 Jun 2017, 17:15"
Sirius,Fuck Up,7190354316.583914,,
Anthelion,Bloodshed Rebefallen,6926560129.46832,"black metal, Symphonic Black Metal, melodic black metal, taiwan, taiwanese",
Kråke,Conquering Death,6144975789.445784,"best of 2012, Symphonic Black Metal",
Vermillion-D Alice Syndrome,Kyoudousuru Seijou wa Shigai no Isu de Kiseki wo Utau,5991225142.857144,,
Vermillion-D Alice Syndrome,妍麗たる讃仰は悲啼喘ぎし蒼焔に炙られ,4939185189.07563,,
Eyes of Noctum,Inceptum,4937515193.104922,"metal, Symphonic Black Metal, melodic black metal, black/death metal",
Carach Angren,Death Came Through a Phantom Ship (2013 Reissue),4881890250,,
